과밀지수(밀집도),관리년월,대분류명,상권명칭,상권번호,중분류명
0.6232,2017-01,소매,보라매공원,1871,가전제품소매
0.5349,2017-01,소매,보라매공원,1871,가전제품소매
0.8005,2017-01,소매,서울 광진구 구의역,2104,가전제품소매
1.5602,2017-01,소매,서울 광진구 구의역,2104,가전제품소매
0.5950,2017-01,소매,서울 광진구 구의역,2104,가전제품소매
0.9838,2017-01,소매,경기 고양시 마두역,2333,가전제품소매
0.8217,2017-01,소매,경기 고양시 마두역,2333,가전제품소매
1.5184,2017-01,소매,경기 고양시 마두역,2333,가전제품소매
0.9322,2017-01,소매,경기 고양시 마두역,2333,가전제품소매
2.4962,2017-01,소매,서울 노원구 노원역_3,2334,가전제품소매
0.9971,2017-01,소매,서울 노원구 노원역_3,2334,가전제품소매
1.8995,2017-01,소매,서울 노원구 노원역_3,2334,가전제품소매
1.4742,2017-01,소매,서울 노원구 노원역_3,2334,가전제품소매
0.9795,2017-01,소매,창동역,2324,가전제품소매
0.6142,2017-01,소매,창동역,2324,가전제품소매
0.9267,2017-01,소매,평내호평역,2328,가전제품소매
1.3553,2017-01,소매,서울 노원구 노원역_1,2329,가전제품소매
1.4590,2017-01,소매,서울 동작구 총신대입구역,1852,가전제품소매
0.6551,2017-01,소매,서울 동작구 총신대입구역,1852,가전제품소매
0.9462,2017-01,소매,양평역_3,1854,가전제품소매
1.1060,2017-01,소매,양평역_3,1854,가전제품소매
0.9987,2017-01,소매,평내동 주민센터,2317,가전제품소매
0.7486,2017-01,소매,백석역_3,2319,가전제품소매
2.0002,2017-01,소매,백석역_3,2319,가전제품소매
1.9928,2017-01,소매,서울 강동구 천호역,2102,가전제품소매
0.9625,2017-01,소매,인천 계양구 계산4동_2,2103,가전제품소매
2.4226,2017-01,소매,인천 계양구 계산4동_2,2103,가전제품소매
3.0200,2017-01,소매,인천 계양구 계산4동_2,2103,가전제품소매
1.3858,2017-01,소매,서울 강북구 수유역_3,2313,가전제품소매
1.0450,2017-01,소매,서울 강북구 수유역_3,2313,가전제품소매
0.7493,2017-01,소매,백석역_1,2315,가전제품소매
0.2058,2017-01,소매,남포역_2,236,가전제품소매
0.3933,2017-01,소매,남포역_2,236,가전제품소매
0.6547,2017-01,소매,남포역_2,236,가전제품소매
0.5863,2017-01,소매,자갈치역,238,가전제품소매
0.2105,2017-01,소매,서울 강남구 강남역,1893,가전제품소매
0.5746,2017-01,소매,정발산역_2,2342,가전제품소매
0.8568,2017-01,소매,정발산역_3,2343,가전제품소매
0.5014,2017-01,소매,정발산역_3,2343,가전제품소매
0.6935,2017-01,소매,정발산역_4,2344,가전제품소매
2.3895,2017-01,소매,정발산역_4,2344,가전제품소매
0.4410,2017-01,소매,서울 강남구 강남역_1,1887,가전제품소매
0.9859,2017-01,소매,전남 목포시 용당1동_3,115,가전제품소매
1.9826,2017-01,소매,전남 목포시 용당1동_3,115,가전제품소매
0.5706,2017-01,소매,전남 목포시 하당동_2,116,가전제품소매
0.6336,2017-01,소매,서울 송파구 가락시장역,1880,가전제품소매
0.9004,2017-01,소매,교대역_2,1881,가전제품소매
1.9343,2017-01,소매,전남 목포시 신흥동_12,94,가전제품소매
1.1541,2017-01,소매,은마아파트입구사거리_1,1891,가전제품소매
1.1268,2017-01,소매,서울 마포구 공덕역_2,2135,가전제품소매
0.6805,2017-01,소매,서울 마포구 공덕역_2,2135,가전제품소매
1.6201,2017-01,소매,인천 서구 연희동_3,2136,가전제품소매
1.2911,2017-01,소매,어린이대공원역,2138,가전제품소매
0.8720,2017-01,소매,어린이대공원역,2138,가전제품소매
1.2272,2017-01,소매,역삼역_1,1882,가전제품소매
0.3289,2017-01,소매,가락시장,1884,가전제품소매
1.1268,2017-01,소매,부평역_2,1885,가전제품소매
4.6831,2017-01,소매,부평역_2,1885,가전제품소매
4.8772,2017-01,소매,부평역_2,1885,가전제품소매
1.7155,2017-01,소매,방배동카페골목,1886,가전제품소매
1.6544,2017-01,소매,일산차이나타운,2346,가전제품소매
1.8927,2017-01,소매,어린이대공원역,2138,가전제품소매
1.6651,2017-01,소매,어린이대공원역,2138,가전제품소매
2.2319,2017-01,소매,인천광역시서구청,2139,가전제품소매
0.2041,2017-01,소매,뱅뱅사거리_2,1872,가전제품소매
0.4295,2017-01,소매,송내역_1,1873,가전제품소매
0.9379,2017-01,소매,서울 용산구 숙대입구역,2128,가전제품소매
1.1078,2017-01,소매,서울 용산구 숙대입구역,2128,가전제품소매
1.6609,2017-01,소매,계산역,2132,가전제품소매
0.5068,2017-01,소매,공덕역,2134,가전제품소매
0.4065,2017-01,소매,고양시청_2,2339,가전제품소매
1.4825,2017-01,소매,서울 광진구 건대입구역_2,2120,가전제품소매
0.7627,2017-01,소매,서울 광진구 건대입구역_2,2120,가전제품소매
0.3228,2017-01,소매,서울 마포구 마포역_2,2122,가전제품소매
0.6707,2017-01,소매,서울 마포구 마포역_2,2122,가전제품소매
1.1554,2017-01,소매,서울 마포구 마포역_2,2122,가전제품소매
0.7172,2017-01,소매,전남 목포시 신흥동_1,93,가전제품소매
0.5342,2017-01,소매,마두역,2340,가전제품소매
0.7711,2017-01,소매,정발산역_1,2341,가전제품소매
0.9266,2017-01,소매,정발산역_1,2341,가전제품소매
0.7200,2017-01,소매,정발산역_1,2341,가전제품소매
0.4308,2017-01,소매,정발산역_1,2341,가전제품소매
0.8984,2017-01,소매,서울 마포구 공덕역_1,2124,가전제품소매
0.7172,2017-01,소매,서울 마포구 공덕역_1,2124,가전제품소매
0.4028,2017-01,소매,남영역,2126,가전제품소매
0.3844,2017-01,소매,전남 목포시 신흥동_4,99,가전제품소매
0.3504,2017-01,소매,전남 목포시 신흥동_4,99,가전제품소매
1.7007,2017-01,소매,전남 목포시 신흥동_4,99,가전제품소매
0.7550,2017-01,소매,전남 목포시 신흥동_7,113,가전제품소매
1.6194,2017-01,소매,서울 노원구 노원역_1,2329,가전제품소매
0.7478,2017-01,소매,단구동 프리미엄아울렛,2536,가전제품소매
0.9657,2017-01,소매,남원주중학교_2,2540,가전제품소매
0.7476,2017-01,소매,원주의료원,2553,가전제품소매
1.0333,2017-01,소매,단구동 근린공원,2556,가전제품소매
0.4250,2017-01,소매,단구동 근린공원,2556,가전제품소매
0.2133,2017-01,소매,단구동 근린공원,2556,가전제품소매
1.3288,2017-01,소매,서울 노원구 노원역_2,2331,가전제품소매
0.2604,2017-01,소매,서울 노원구 노원역_2,2331,가전제품소매
1.2138,2017-01,소매,서울 노원구 노원역_2,2331,가전제품소매
0.1228,2017-01,소매,서울 강남구 역삼역_1,1910,가전제품소매
0.6019,2017-01,소매,인천 중구 운서동_4,1911,가전제품소매
0.7172,2017-01,소매,제주 제주시 노형동_1,7,가전제품소매
2.2114,2017-01,소매,한양시장,2170,가전제품소매
0.6620,2017-01,소매,장충동 족발거리,2171,가전제품소매
0.7053,2017-01,소매,부평역_3,1894,가전제품소매
1.2505,2017-01,소매,오류동역,1895,가전제품소매
1.6102,2017-01,소매,오류동역,1895,가전제품소매
1.1311,2017-01,소매,오류동역,1895,가전제품소매
1.8242,2017-01,소매,전남 순천시 해룡면_1,187,가전제품소매
1.4012,2017-01,소매,전남 순천시 해룡면_1,187,가전제품소매
1.0420,2017-01,소매,전남 순천시 왕조2동_2,189,가전제품소매
1.5733,2017-01,소매,전남 순천시 왕조2동_2,189,가전제품소매
0.8616,2017-01,소매,서울 중구 약수역_2,2151,가전제품소매
0.7610,2017-01,소매,서울 중구 약수역_2,2151,가전제품소매
1.2829,2017-01,소매,서울 마포구 홍대입구역_1,2157,가전제품소매
2.3044,2017-01,소매,서울 마포구 홍대입구역_1,2157,가전제품소매
1.1889,2017-01,소매,인천 중구 운서동_1,1901,가전제품소매
2.3915,2017-01,소매,부평시장,1904,가전제품소매
1.0820,2017-01,소매,부평시장,1904,가전제품소매
5.6810,2017-01,소매,전남 순천시 왕조1동_3,194,가전제품소매
0.2442,2017-01,소매,강서구청,2158,가전제품소매
2.3609,2017-01,소매,강서구청,2158,가전제품소매
1.2687,2017-01,소매,신촌역,2159,가전제품소매
0.3463,2017-01,소매,신촌역,2159,가전제품소매
0.8478,2017-01,소매,서울 광진구 군자역,2161,가전제품소매
0.7409,2017-01,소매,서울 광진구 군자역,2161,가전제품소매
1.3068,2017-01,소매,서울 광진구 군자역,2161,가전제품소매
0.6157,2017-01,소매,서울 중구 약수역_1,2149,가전제품소매
0.9097,2017-01,소매,청평시외버스터미널,2366,가전제품소매
0.5458,2017-01,소매,의정부역_1,2367,가전제품소매
0.9720,2017-01,소매,서울 강동구 명일역,2144,가전제품소매
0.8126,2017-01,소매,서울 강동구 명일역,2144,가전제품소매
0.6183,2017-01,소매,서울 강동구 명일역,2144,가전제품소매
0.4799,2017-01,소매,서울 강동구 명일역,2144,가전제품소매
6.3169,2017-01,소매,부평해물탕거리,1888,가전제품소매
0.4223,2017-01,소매,교대역_4,1889,가전제품소매
0.2685,2017-01,소매,교대역_4,1889,가전제품소매
0.5908,2017-01,소매,대림역_1,1890,가전제품소매
0.3213,2017-01,소매,경기 고양시 주엽역_2,2350,가전제품소매
0.9161,2017-01,소매,경기 고양시 대화역,2352,가전제품소매
0.4819,2017-01,소매,경기 고양시 대화역,2352,가전제품소매
0.9496,2017-01,소매,경기 고양시 대화역,2352,가전제품소매
2.4619,2017-01,소매,일산역_1,2353,가전제품소매
1.9023,2017-01,소매,일산역_1,2353,가전제품소매
0.8867,2017-01,소매,일산역_2,2354,가전제품소매
2.3345,2017-01,소매,정발산역_5,2345,가전제품소매
1.1797,2017-01,소매,정발산역_5,2345,가전제품소매
1.3444,2017-01,소매,일산차이나타운,2346,가전제품소매
0.6256,2017-01,소매,순천시청_2,191,가전제품소매
0.3018,2017-01,소매,순천시청_2,191,가전제품소매
0.4070,2017-01,소매,전남 순천시 중앙동_2,193,가전제품소매
1.5096,2017-01,소매,전남 순천시 중앙동_2,193,가전제품소매
0.7211,2017-01,소매,일산역_2,2354,가전제품소매
0.8034,2017-01,소매,탄현역_1,2357,가전제품소매
1.1545,2017-01,소매,탄현역_1,2357,가전제품소매
2.2792,2017-01,소매,순천종합버스터미널_2,183,가전제품소매
0.4080,2017-01,소매,순천시청_1,185,가전제품소매
0.4166,2017-01,소매,전남 순천시 왕조1동_1,186,가전제품소매
1.0508,2017-01,소매,전남 순천시 왕조1동_1,186,가전제품소매
0.8955,2017-01,소매,경기 고양시 주엽역_1,2349,가전제품소매
0.3944,2017-01,소매,경기 고양시 주엽역_1,2349,가전제품소매
1.6186,2017-01,소매,전남 순천시 왕조1동_5,195,가전제품소매
0.3772,2017-01,소매,서울 강남구 강남역,1893,가전제품소매
0.2156,2017-01,소매,서울 서초구 강남역,1937,가전제품소매
1.6238,2017-01,소매,서울 중구 충무로역_1,2178,가전제품소매
0.4074,2017-01,소매,서울 중구 충무로역_1,2178,가전제품소매
0.4445,2017-01,소매,서울 중구 충무로역_1,2178,가전제품소매
0.6935,2017-01,소매,장한평역_1,2182,가전제품소매
1.5980,2017-01,소매,장한평역_1,2182,가전제품소매
0.9913,2017-01,소매,신중동역,1929,가전제품소매
0.6568,2017-01,소매,신중동역,1929,가전제품소매
1.7599,2017-01,소매,대림역_2,1913,가전제품소매
1.2998,2017-01,소매,역삼역_2,1916,가전제품소매
1.9655,2017-01,소매,구로역,1921,가전제품소매
1.3465,2017-01,소매,구로역,1921,가전제품소매
0.1102,2017-01,소매,선릉역_1,1922,가전제품소매
1.1710,2017-01,소매,서울 강남구 강남역_2,1923,가전제품소매
0.2350,2017-01,소매,서울 강남구 한티역,1906,가전제품소매
0.2190,2017-01,소매,서울 강남구 한티역,1906,가전제품소매
0.2926,2017-01,소매,장한평역,2175,가전제품소매
0.0584,2017-01,소매,장한평역,2175,가전제품소매
0.0626,2017-01,소매,남대문시장,2176,가전제품소매
0.6932,2017-01,소매,왕십리역_1,2177,가전제품소매
0.5889,2017-01,소매,의정부 젊음의거리_1,2369,가전제품소매
0.5295,2017-01,소매,의정부 젊음의거리_1,2369,가전제품소매
2.4681,2017-01,소매,의정부 젊음의거리_1,2369,가전제품소매
1.8206,2017-01,소매,서울 마포구 홍대입구역_2,2166,가전제품소매
1.6076,2017-01,소매,서울 마포구 홍대입구역_3,2167,가전제품소매
0.7085,2017-01,소매,서울 서대문구 신촌역,2168,가전제품소매
1.0267,2017-01,소매,전남 목포시 하당동_5,117,가전제품소매
1.4947,2017-01,소매,전남 목포시 하당동_4,125,가전제품소매
0.1812,2017-01,소매,의정부 젊음의거리_2,2375,가전제품소매
0.7521,2017-01,소매,의정부 젊음의거리_2,2375,가전제품소매
1.9464,2017-01,소매,의정부 젊음의거리_2,2375,가전제품소매
3.6129,2017-01,소매,가능역,2379,가전제품소매
1.6758,2017-01,소매,경기도청북부청사역_1,2381,가전제품소매
0.8839,2017-01,소매,경기도청북부청사역_1,2381,가전제품소매
0.4310,2017-01,소매,경기도청북부청사역_1,2381,가전제품소매
0.1176,2017-01,소매,경기도청북부청사역_1,2381,가전제품소매
0.5238,2017-01,소매,경기도청북부청사역_2,2386,가전제품소매
0.7326,2017-01,소매,경기도청북부청사역_2,2386,가전제품소매
0.3672,2017-01,소매,경기도청북부청사역_2,2386,가전제품소매
1.6024,2017-01,소매,의정부역_1,2367,가전제품소매
0.8082,2017-01,소매,의정부역_1,2367,가전제품소매
5.7885,2017-01,소매,의정부역_1,2367,가전제품소매
1.7912,2017-01,소매,홍익대학교 주변,2165,가전제품소매
4.6890,2017-01,소매,홍익대학교 주변,2165,가전제품소매
1.2846,2017-01,소매,탄현역_2,2358,가전제품소매
2.9740,2017-01,소매,탄현역_2,2358,가전제품소매
0.3440,2017-01,소매,탄현역_3,2359,가전제품소매
1.4557,2017-01,소매,통진우체국,2360,가전제품소매
2.3590,2017-01,소매,통진우체국,2360,가전제품소매
0.2199,2017-01,소매,제주 제주시 연동_4,9,가전제품소매
0.5699,2017-01,소매,제주 제주시 연동_4,9,가전제품소매
0.7445,2017-01,소매,제주 서귀포시 대정읍_1,1,가전제품소매
0.2352,2017-01,소매,제주 서귀포시 중앙동_1,3,가전제품소매
0.8993,2017-01,소매,제주 서귀포시 중앙동_1,3,가전제품소매
0.6524,2017-01,소매,제주 서귀포시 중앙동_1,3,가전제품소매
1.0835,2017-01,소매,제주 서귀포시 중앙동_1,3,가전제품소매
2.0053,2017-01,소매,제주 서귀포시 중앙동_1,3,가전제품소매
0.6807,2017-01,소매,장현초등학교 주변,2362,가전제품소매
0.6274,2017-01,소매,남양주 홈플러스,2364,가전제품소매
5.5076,2017-01,소매,남양주 홈플러스,2364,가전제품소매
0.5787,2017-01,소매,신대방삼거리역,1907,가전제품소매
1.0175,2017-01,소매,신대방삼거리역,1907,가전제품소매
0.8079,2017-01,소매,신대방삼거리역,1907,가전제품소매
1.0631,2017-01,소매,서울 강남구 역삼역_1,1910,가전제품소매
1.3631,2017-01,소매,롯데백화점,2201,가전제품소매
1.7994,2017-01,소매,상동역_1,1944,가전제품소매
0.2780,2017-01,소매,상동역_1,1944,가전제품소매
1.1326,2017-01,소매,제주시청,20,가전제품소매
0.5228,2017-01,소매,문산시외버스터미널,2402,가전제품소매
1.0745,2017-01,소매,문산시외버스터미널,2402,가전제품소매
0.9894,2017-01,소매,지행역,2404,가전제품소매
1.3029,2017-01,소매,지행역,2404,가전제품소매
1.0999,2017-01,소매,지행역,2404,가전제품소매
1.0258,2017-01,소매,지행역,2404,가전제품소매
1.6691,2017-01,소매,포천시외버스터미널_1,2406,가전제품소매
0.5850,2017-01,소매,포천시외버스터미널_1,2406,가전제품소매
2.0916,2017-01,소매,명동거리,2202,가전제품소매
0.7814,2017-01,소매,전남 완도군 완도읍_3,28,가전제품소매
3.5283,2017-01,소매,금촌역_1,2391,가전제품소매
1.1086,2017-01,소매,금촌역_1,2391,가전제품소매
0.1568,2017-01,소매,금촌역_2,2393,가전제품소매
1.1102,2017-01,소매,서울 강서구 발산역,2183,가전제품소매
1.0886,2017-01,소매,왕십리역_2,2184,가전제품소매
0.3091,2017-01,소매,시청역_1,2189,가전제품소매
0.1999,2017-01,소매,장한평역_2,2191,가전제품소매
0.6030,2017-01,소매,장한평역_2,2191,가전제품소매
1.1693,2017-01,소매,전남 광양시 광양읍_1,202,가전제품소매
1.2991,2017-01,소매,덕계공원,2395,가전제품소매
1.7164,2017-01,소매,덕계공원,2395,가전제품소매
2.3577,2017-01,소매,덕계공원,2395,가전제품소매
0.6082,2017-01,소매,가평경찰서,2396,가전제품소매
2.1847,2017-01,소매,가평경찰서,2396,가전제품소매
0.5134,2017-01,소매,경기 가평군 가평읍_1,2397,가전제품소매
1.8026,2017-01,소매,경기 가평군 가평읍_1,2397,가전제품소매
0.6772,2017-01,소매,송우리시외버스터미널_2,2399,가전제품소매
1.4156,2017-01,소매,서울 강서구 송정역,2192,가전제품소매
2.3499,2017-01,소매,서울 강서구 송정역,2192,가전제품소매
3.4586,2017-01,소매,서울 강서구 송정역,2192,가전제품소매
1.1291,2017-01,소매,서울 강서구 송정역,2192,가전제품소매
0.9727,2017-01,소매,서울 중구 충무로역_2,2194,가전제품소매
0.2454,2017-01,소매,서울 강남구 선릉역_2,1943,가전제품소매
0.9830,2017-01,소매,무안버스터미널,203,가전제품소매
1.0416,2017-01,소매,부산 사하구 다대1동_1,210,가전제품소매
1.6097,2017-01,소매,부산 사하구 다대1동_1,210,가전제품소매
1.9930,2017-01,소매,전남 순천시 삼산동_1,197,가전제품소매
0.6811,2017-01,소매,고성군청,198,가전제품소매
0.9283,2017-01,소매,삼성역_1,1945,가전제품소매
2.4876,2017-01,소매,서울 중구 명동역,2172,가전제품소매
2.6035,2017-01,소매,목포종합버스터미널,135,가전제품소매
0.3375,2017-01,소매,남해군청,140,가전제품소매
0.4170,2017-01,소매,통영시청 제2청사,144,가전제품소매
1.1129,2017-01,소매,통영종합버스터미널,149,가전제품소매
1.6496,2017-01,소매,금릉역,2389,가전제품소매
0.5822,2017-01,소매,금릉역,2389,가전제품소매
1.0312,2017-01,소매,강화군청,2390,가전제품소매
0.4005,2017-01,소매,강화군청,2390,가전제품소매
5.0287,2017-01,소매,인천 서구 석남2동_2,1931,가전제품소매
0.3001,2017-01,소매,선릉역_2,1932,가전제품소매
0.8280,2017-01,소매,옥포여객터미널,152,가전제품소매
0.1232,2017-01,소매,고현시외버스터미널,153,가전제품소매
0.9641,2017-01,소매,고현시외버스터미널,153,가전제품소매
0.6816,2017-01,소매,고현시외버스터미널,153,가전제품소매
0.3418,2017-01,소매,고현시외버스터미널,153,가전제품소매
1.4529,2017-01,소매,고현시외버스터미널,153,가전제품소매
1.5502,2017-01,소매,석촌역,1924,가전제품소매
1.1021,2017-01,소매,서울 강남구 역삼역_2,1928,가전제품소매
0.2472,2017-01,소매,서울 강남구 선릉역_1,1935,가전제품소매
0.5591,2017-01,소매,서울 강남구 선릉역_1,1935,가전제품소매
0.3393,2017-01,소매,굴포천역,1963,가전제품소매
0.8114,2017-01,소매,화천공용버스터미널,2423,가전제품소매
0.4806,2017-01,소매,동송시외버스공용터미널,2424,가전제품소매
1.2702,2017-01,소매,서울 서대문구 서대문역,2218,가전제품소매
0.8933,2017-01,소매,서울 서대문구 서대문역,2218,가전제품소매
0.9180,2017-01,소매,서울 서대문구 서대문역,2218,가전제품소매
1.0451,2017-01,소매,종각역 젊음의 거리,2219,가전제품소매
1.5683,2017-01,소매,종각역 젊음의 거리,2219,가전제품소매
2.0952,2017-01,소매,서울 종로구 광화문역_1,2221,가전제품소매
0.8953,2017-01,소매,중앙시장,2430,가전제품소매
0.1610,2017-01,소매,중앙시장,2430,가전제품소매
1.0299,2017-01,소매,주문진항,2432,가전제품소매
1.0035,2017-01,소매,서울 강남구 한티역,1906,가전제품소매
0.3241,2017-01,소매,서울 강남구 역삼역_1,1910,가전제품소매
1.7186,2017-01,소매,거진종합터미널,2420,가전제품소매
0.9040,2017-01,소매,거진종합터미널,2420,가전제품소매
1.2363,2017-01,소매,거진종합터미널,2420,가전제품소매
1.7684,2017-01,소매,춘천지방법원 속초지원,2422,가전제품소매
1.3334,2017-01,소매,춘천지방법원 속초지원,2422,가전제품소매
1.3150,2017-01,소매,화천공용버스터미널,2423,가전제품소매
0.2339,2017-01,소매,포천시외버스터미널_2,2407,가전제품소매
0.3833,2017-01,소매,동두천 중앙시장,2408,가전제품소매
0.5349,2017-01,소매,경기 포천시 일동면_1,2409,가전제품소매
0.6898,2017-01,소매,전곡터미널,2410,가전제품소매
1.4536,2017-01,소매,전곡터미널,2410,가전제품소매
1.1292,2017-01,소매,전곡터미널,2410,가전제품소매
0.9663,2017-01,소매,제주시청,20,가전제품소매
1.4515,2017-01,소매,전남 진도군 진도읍_2,30,가전제품소매
1.3056,2017-01,소매,전남 진도군 진도읍_3,32,가전제품소매
1.3391,2017-01,소매,전남 진도군 진도읍_3,32,가전제품소매
1.0403,2017-01,소매,전남 진도군 진도읍_3,32,가전제품소매
1.1024,2017-01,소매,해남종합버스터미널,35,가전제품소매
1.1328,2017-01,소매,해남종합버스터미널,35,가전제품소매
0.8264,2017-01,소매,삼정역_2,1949,가전제품소매
1.7326,2017-01,소매,제주 제주시 이도2동_2,22,가전제품소매
2.2003,2017-01,소매,제주 제주시 이도2동_2,22,가전제품소매
0.8483,2017-01,소매,제주 제주시 일도2동_2,23,가전제품소매
0.2834,2017-01,소매,전남 완도군 완도읍_4,26,가전제품소매
0.1758,2017-01,소매,선정릉역_1,1966,가전제품소매
0.1052,2017-01,소매,서울 중구 신당역_2,2209,가전제품소매
0.2381,2017-01,소매,서울 중구 신당역_2,2209,가전제품소매
0.2066,2017-01,소매,서울 중구 을지로3가역_2,2210,가전제품소매
0.4321,2017-01,소매,삼성역_2,1950,가전제품소매
1.0290,2017-01,소매,상동역_3,1954,가전제품소매
1.4221,2017-01,소매,상동역_3,1954,가전제품소매
1.1037,2017-01,소매,상동역_3,1954,가전제품소매
0.2866,2017-01,소매,상동역_4,1955,가전제품소매
0.6849,2017-01,소매,상동역_4,1955,가전제품소매
0.7443,2017-01,소매,서울 강남구 논현역_1,1960,가전제품소매
0.3217,2017-01,소매,삼성역_1,1945,가전제품소매
0.4879,2017-01,소매,삼정역_1,1946,가전제품소매
0.5846,2017-01,소매,삼정역_1,1946,가전제품소매
0.3871,2017-01,소매,고속터미널역,1940,가전제품소매
1.3154,2017-01,소매,고속터미널역,1940,가전제품소매
0.1190,2017-01,소매,고속터미널역,1940,가전제품소매
0.2352,2017-01,소매,고속터미널역,1940,가전제품소매
1.8010,2017-01,소매,부천시청,1941,가전제품소매
1.0223,2017-01,소매,동대문역사문화공원역,2207,가전제품소매
0.5691,2017-01,소매,동대문역사문화공원역,2207,가전제품소매
0.1353,2017-01,소매,동대문역사문화공원역,2207,가전제품소매
0.7290,2017-01,소매,서울 중구 신당역_2,2209,가전제품소매
0.3474,2017-01,소매,서울 중구 신당역_2,2209,가전제품소매
0.4098,2017-01,소매,북창동,2195,가전제품소매
0.6949,2017-01,소매,서울 중구 신당역_1,2197,가전제품소매
1.2630,2017-01,소매,미아사거리_2,2280,가전제품소매
0.5308,2017-01,소매,서울 은평구 불광역_1,2282,가전제품소매
0.2001,2017-01,소매,서울 은평구 불광역_1,2282,가전제품소매
1.6926,2017-01,소매,서울 은평구 불광역_2,2283,가전제품소매
2.3090,2017-01,소매,서울 은평구 불광역_2,2283,가전제품소매
0.5160,2017-01,소매,고속터미널역,1940,가전제품소매
1.6353,2017-01,소매,부천시청,1941,가전제품소매
0.3221,2017-01,소매,부천시청,1941,가전제품소매
0.5357,2017-01,소매,경기 성남시 서현역,1635,가전제품소매
0.7093,2017-01,소매,경기 성남시 서현역,1635,가전제품소매
1.5513,2017-01,소매,서울 강북구 미아삼거리역_1,2285,가전제품소매
1.4730,2017-01,소매,서울 강북구 미아삼거리역_1,2285,가전제품소매
0.6523,2017-01,소매,행신역,2288,가전제품소매
2.6709,2017-01,소매,서울 은평구 연신내역_1,2289,가전제품소매
0.9008,2017-01,소매,서울 은평구 연신내역_2,2291,가전제품소매
1.5605,2017-01,소매,서울 은평구 연신내역_2,2291,가전제품소매
0.5663,2017-01,소매,정자동 카페거리,1611,가전제품소매
2.8922,2017-01,소매,경기 군포시 금정역,1613,가전제품소매
0.4213,2017-01,소매,명학역_2,1640,가전제품소매
1.5271,2017-01,소매,명학역_3,1642,가전제품소매
1.1840,2017-01,소매,경기 안양시 범계역,1646,가전제품소매
0.2987,2017-01,소매,삼정역_2,1949,가전제품소매
2.1832,2017-01,소매,호계1동주민센터,1614,가전제품소매
1.7131,2017-01,소매,계원대학로_1,1624,가전제품소매
0.6776,2017-01,소매,계원대학로_1,1624,가전제품소매
0.2639,2017-01,소매,평촌먹거리촌,1632,가전제품소매
1.5578,2017-01,소매,김포공설운동장앞사거리_2,2294,가전제품소매
0.6639,2017-01,소매,행신1동 주민센터,2298,가전제품소매
0.9057,2017-01,소매,상동역_4,1955,가전제품소매
0.2649,2017-01,소매,신천역,1962,가전제품소매
0.2657,2017-01,소매,신천역,1962,가전제품소매
2.6093,2017-01,소매,디지털미디어시티,2253,가전제품소매
1.2818,2017-01,소매,디지털미디어시티,2253,가전제품소매
1.1366,2017-01,소매,서울 강남구 강남역_2,1923,가전제품소매
2.3345,2017-01,소매,서울 성북구 안암역,2258,가전제품소매
2.1026,2017-01,소매,경희대학교,2261,가전제품소매
2.0143,2017-01,소매,경희대학교,2261,가전제품소매
1.6182,2017-01,소매,서울 성북구 성신여대입구역,2263,가전제품소매
2.6340,2017-01,소매,구리 돌다리사거리_1,2271,가전제품소매
1.2488,2017-01,소매,구리 돌다리사거리_2,2272,가전제품소매
0.8378,2017-01,소매,서울 송파구 석촌역_1,1926,가전제품소매
0.4848,2017-01,소매,신중동역,1929,가전제품소매
0.5923,2017-01,소매,서울 동대문구 청량리역,2252,가전제품소매
0.2973,2017-01,소매,상동역_2,1947,가전제품소매
0.6471,2017-01,소매,상동역_2,1947,가전제품소매
0.3660,2017-01,소매,선릉역_2,1932,가전제품소매
0.6667,2017-01,소매,서울 송파구 석촌역_2,1933,가전제품소매
0.1800,2017-01,소매,고속터미널역,1940,가전제품소매
3.2399,2017-01,소매,혜화역 대학로_2,2255,가전제품소매
1.3744,2017-01,소매,인천 서구 검단1동_1,2279,가전제품소매
1.0859,2017-01,소매,서울시청,2213,가전제품소매
0.4549,2017-01,소매,서울시청,2213,가전제품소매
0.3404,2017-01,소매,시청역_2,2215,가전제품소매
0.2867,2017-01,소매,시청역_2,2215,가전제품소매
0.4856,2017-01,소매,동대문시장,2216,가전제품소매
0.3997,2017-01,소매,동대문시장,2216,가전제품소매
0.0482,2017-01,소매,동대문시장,2216,가전제품소매
1.3489,2017-01,소매,신천역,1962,가전제품소매
2.4051,2017-01,소매,신천역,1962,가전제품소매
0.7852,2017-01,소매,신천역,1962,가전제품소매
0.7446,2017-01,소매,굴포천역,1963,가전제품소매
1.7235,2017-01,소매,굴포천역,1963,가전제품소매
0.3433,2017-01,소매,굴포천역,1963,가전제품소매
1.3512,2017-01,소매,굴포천역,1963,가전제품소매
2.5377,2017-01,소매,정발산역_4,2344,가전제품소매
3.9080,2017-01,소매,정발산역_4,2344,가전제품소매
1.4521,2017-01,소매,인천 서구 가정1동_2,2014,가전제품소매
2.7097,2017-01,소매,서울 양천구 신정네거리역_1,2017,가전제품소매
0.6786,2017-01,소매,서울 강남구 학동역_1,1975,가전제품소매
0.2694,2017-01,소매,서울 강남구 학동역_1,1975,가전제품소매
0.2624,2017-01,소매,코엑스,1976,가전제품소매
1.1548,2017-01,소매,삼성역_3,1977,가전제품소매
0.8648,2017-01,소매,평내동 주민센터,2317,가전제품소매
1.0805,2017-01,소매,고창초교,2321,가전제품소매
