과밀지수(밀집도),관리년월,대분류명,상권명칭,상권번호,중분류명
1.0721,2017-01,소매,충남 공주시 중동 4거리,1256,가전제품소매
1.3124,2017-01,소매,전남 목포시 신흥동_12,94,가전제품소매
1.3325,2017-01,소매,경기 안산시 중앙역,1567,가전제품소매
0.2415,2017-01,소매,대전 유성구 온천1동_2,1240,가전제품소매
0.7366,2017-01,소매,경남 진주시 중앙동_3,440,가전제품소매
1.4294,2017-01,소매,경남 의령군 의령읍_1,597,가전제품소매
1.3201,2017-01,소매,전남 고흥군 고흥읍_1,38,가전제품소매
0.8503,2017-01,소매,부평역_1,1876,가전제품소매
0.1981,2017-01,소매,고속터미널역,1940,가전제품소매
0.1135,2017-01,소매,인천시청_2,1734,가전제품소매
1.2995,2017-01,소매,서울 강동구 길동역,2099,가전제품소매
1.8698,2017-01,소매,서울 강남구 강남역_2,1923,가전제품소매
2.3015,2017-01,소매,송우리시외버스터미널_1,2398,가전제품소매
0.6304,2017-01,소매,장지역,1785,가전제품소매
0.9955,2017-01,소매,진해역,333,가전제품소매
1.3052,2017-01,소매,인천 남구 제물포역,1768,가전제품소매
0.1123,2017-01,소매,울산 중구 중앙동_1,702,가전제품소매
1.1532,2017-01,소매,신중동역,1929,가전제품소매
2.2345,2017-01,소매,인천광역시서구청,2139,가전제품소매
1.2683,2017-01,소매,동송시외버스공용터미널,2424,가전제품소매
0.2920,2017-01,소매,고촌읍사무소,2277,가전제품소매
1.7233,2017-01,소매,이천종합터미널_2,1518,가전제품소매
0.4339,2017-01,소매,센텀시티역_2,416,가전제품소매
0.4993,2017-01,소매,강릉원주대강릉캠퍼스,2511,가전제품소매
0.3568,2017-01,소매,신사동 가로수길,2045,가전제품소매
2.0925,2017-01,소매,제주 제주시 이도2동_2,22,가전제품소매
1.1789,2017-01,소매,아주대삼거리_3,1516,가전제품소매
1.6245,2017-01,소매,통영종합버스터미널,149,가전제품소매
0.8151,2017-01,소매,대전 유성구 온천1동_1,1233,가전제품소매
0.2353,2017-01,소매,둔배미공원,1564,가전제품소매
1.2708,2017-01,소매,방이동 먹자골목,1980,가전제품소매
0.9991,2017-01,소매,여수시청 여서청사,62,가전제품소매
0.9809,2017-01,소매,충남 아산시 배방읍_1,1328,가전제품소매
1.6496,2017-01,소매,인천 중구 운서동_4,1911,가전제품소매
0.7078,2017-01,소매,서울 중구 을지로3가역_1,2204,가전제품소매
2.9780,2017-01,소매,서울 관악구 대학동_1,1766,가전제품소매
1.1284,2017-01,소매,구미시청,1132,가전제품소매
0.2581,2017-01,소매,구월동 로데오거리,1721,가전제품소매
1.9701,2017-01,소매,전남 광양시 광양읍_1,202,가전제품소매
0.3368,2017-01,소매,서울 중구 충무로역_2,2194,가전제품소매
1.1683,2017-01,소매,경북 경산시 중방동_1,787,가전제품소매
0.4090,2017-01,소매,옥천역,1200,가전제품소매
0.4160,2017-01,소매,경성대부경대역_1,297,가전제품소매
1.1315,2017-01,소매,담티역,884,가전제품소매
2.8531,2017-01,소매,성서산업단지역_1,870,가전제품소매
0.9672,2017-01,소매,오산시청,1460,가전제품소매
0.1614,2017-01,소매,울산시외버스터미널,670,가전제품소매
1.2418,2017-01,소매,고양시청_1,2338,가전제품소매
0.7529,2017-01,소매,아주대삼거리_2,1513,가전제품소매
0.4813,2017-01,소매,신도림역,1969,가전제품소매
0.7752,2017-01,소매,전북 김제시 요촌동_1,749,가전제품소매
0.4451,2017-01,소매,전남 완도군 완도읍_3,28,가전제품소매
0.3792,2017-01,소매,구미역_3,1149,가전제품소매
0.5956,2017-01,소매,경북 영덕군 영덕읍_1,1249,가전제품소매
0.7769,2017-01,소매,포항시청,1087,가전제품소매
1.2163,2017-01,소매,평택 뉴코아사거리,1430,가전제품소매
0.3875,2017-01,소매,부산 해운대구 우1동_1,375,가전제품소매
2.5066,2017-01,소매,중앙로역_2,931,가전제품소매
1.8163,2017-01,소매,수원시청_4,1500,가전제품소매
1.2516,2017-01,소매,부산대역,542,가전제품소매
1.3927,2017-01,소매,계원대학로_1,1624,가전제품소매
1.2960,2017-01,소매,정자동 카페거리,1611,가전제품소매
0.7880,2017-01,소매,인천 남동구 구월4동_1,1735,가전제품소매
1.8540,2017-01,소매,대전 유성구 온천1동_4,1236,가전제품소매
0.1339,2017-01,소매,센텀시티역_2,416,가전제품소매
1.3176,2017-01,소매,충북 충주시 연수동_3,1405,가전제품소매
1.4467,2017-01,소매,광주 광산구 첨단2동_2,513,가전제품소매
0.3127,2017-01,소매,상동역_4,1955,가전제품소매
0.9416,2017-01,소매,울산 남구 무거동_2,699,가전제품소매
0.5344,2017-01,소매,전남대,417,가전제품소매
0.0619,2017-01,소매,중앙역_1,249,가전제품소매
0.4354,2017-01,소매,대전 유성구 온천1동_4,1236,가전제품소매
0.4277,2017-01,소매,전남 함평군 함평읍_1,217,가전제품소매
0.2704,2017-01,소매,서울 마포구 마포역_2,2122,가전제품소매
0.4008,2017-01,소매,안동시청_2,1278,가전제품소매
3.1410,2017-01,소매,온양온천역_1,1332,가전제품소매
0.3160,2017-01,소매,평내호평역,2328,가전제품소매
0.4026,2017-01,소매,포항역_3,1099,가전제품소매
0.9097,2017-01,소매,부산 수영구 민락동_2,364,가전제품소매
1.1353,2017-01,소매,비둘기공원 앞,1712,가전제품소매
0.5709,2017-01,소매,수원지방법원안산지원앞_1,1555,가전제품소매
0.4611,2017-01,소매,부산 영도구 남항동_4,220,가전제품소매
0.1029,2017-01,소매,전남 고흥군 도양읍_2,34,가전제품소매
0.3109,2017-01,소매,진부공용버스정류장,2448,가전제품소매
0.4920,2017-01,소매,대전 서구 둔산2동_3,1219,가전제품소매
0.1324,2017-01,소매,수지구청_1,1571,가전제품소매
1.6730,2017-01,소매,울산시외버스터미널,670,가전제품소매
0.2188,2017-01,소매,별망중학교 앞_2,1549,가전제품소매
0.7889,2017-01,소매,경북 경산시 진량읍_1,964,가전제품소매
0.5111,2017-01,소매,문화전당역,319,가전제품소매
0.2753,2017-01,소매,경남 창원시 동서동_1,487,가전제품소매
3.8763,2017-01,소매,순천시청_1,185,가전제품소매
2.6405,2017-01,소매,태백역_1,2486,가전제품소매
1.0989,2017-01,소매,충남 천안시 신방동_4,1344,가전제품소매
0.2594,2017-01,소매,탄현역_3,2359,가전제품소매
2.9129,2017-01,소매,연수역_2,1689,가전제품소매
0.1029,2017-01,소매,대전역_1,1209,가전제품소매
0.8300,2017-01,소매,광주 광산구 첨단2동_4,512,가전제품소매
0.2365,2017-01,소매,연세대학교원주의과대학,2582,가전제품소매
1.2894,2017-01,소매,울산 남구 야음장생포동_1,652,가전제품소매
1.0959,2017-01,소매,감삼역,881,가전제품소매
1.4760,2017-01,소매,문산시외버스터미널,2402,가전제품소매
0.3047,2017-01,소매,선릉역_2,1932,가전제품소매
0.3969,2017-01,소매,정발산역_1,2341,가전제품소매
0.6156,2017-01,소매,정발산역_3,2343,가전제품소매
0.7202,2017-01,소매,평택역_3,1432,가전제품소매
0.0951,2017-01,소매,신설동역,2235,가전제품소매
1.3721,2017-01,소매,부천시청,1941,가전제품소매
0.3094,2017-01,소매,금촌역_2,2393,가전제품소매
1.1919,2017-01,소매,충남 천안시 쌍용2동_3,1349,가전제품소매
0.0937,2017-01,소매,충청북도청_2,1309,가전제품소매
0.6947,2017-01,소매,경기 수원시 수원역_2,1503,가전제품소매
0.4723,2017-01,소매,전남 여수시 중앙동_4,54,가전제품소매
0.4223,2017-01,소매,인천 남구 주안2동_1,1742,가전제품소매
0.2657,2017-01,소매,서울 종로구 종로3가역_3,2244,가전제품소매
0.7077,2017-01,소매,전북 전주시 평화2동_5,745,가전제품소매
1.5885,2017-01,소매,경남 진주시 가호동_1,325,가전제품소매
0.3527,2017-01,소매,서울 종로구 종로3가역_2,2243,가전제품소매
1.1903,2017-01,소매,경남 거창군 거창읍_1,731,가전제품소매
0.6277,2017-01,소매,시청역_2,2215,가전제품소매
0.6102,2017-01,소매,서울 강동구 고덕역,2148,가전제품소매
0.5326,2017-01,소매,삼정역_1,1946,가전제품소매
1.1041,2017-01,소매,경기 안양시 범계역,1646,가전제품소매
1.0078,2017-01,소매,울산 남구 신정1동_2,688,가전제품소매
0.3366,2017-01,소매,명륜역,501,가전제품소매
0.3918,2017-01,소매,수원시청_2,1493,가전제품소매
1.0225,2017-01,소매,조암버스터미널,1444,가전제품소매
2.5659,2017-01,소매,5.18기념공원,361,가전제품소매
1.6551,2017-01,소매,경기 포천시 일동면_1,2409,가전제품소매
2.6074,2017-01,소매,경남 양산시 물금읍_2,607,가전제품소매
0.6235,2017-01,소매,대구 수성구 지산1동_1,779,가전제품소매
1.4543,2017-01,소매,동탄 센트럴파크_2,1465,가전제품소매
0.3003,2017-01,소매,연세대학교원주의과대학,2582,가전제품소매
0.5643,2017-01,소매,서울 서대문구 신촌역,2168,가전제품소매
1.0506,2017-01,소매,제주 서귀포시 중앙동_1,3,가전제품소매
0.3064,2017-01,소매,충남 천안시 신방동_3,1340,가전제품소매
0.8193,2017-01,소매,서울 강남구 강남역_2,1923,가전제품소매
2.4944,2017-01,소매,전남 영암군 영암읍_2,92,가전제품소매
0.9828,2017-01,소매,전주시청_3,801,가전제품소매
0.6987,2017-01,소매,대전 유성구 노은2동_2,1245,가전제품소매
3.3025,2017-01,소매,대구 달서구 상인역_1,767,가전제품소매
1.6263,2017-01,소매,고양시청_2,2339,가전제품소매
0.2245,2017-01,소매,서울 강남구 선릉역_2,1943,가전제품소매
0.5692,2017-01,소매,옥천역,1200,가전제품소매
1.1999,2017-01,소매,부산 사하구 하단역_2,251,가전제품소매
0.6558,2017-01,소매,죽전카페거리,1577,가전제품소매
3.1121,2017-01,소매,일산차이나타운,2346,가전제품소매
2.3480,2017-01,소매,전남 여수시 여서동_1,58,가전제품소매
1.6200,2017-01,소매,팔달문로터리_3,1527,가전제품소매
0.3888,2017-01,소매,서울 금천구 시흥1동_4,1727,가전제품소매
0.7316,2017-01,소매,주안역_2,1754,가전제품소매
1.0344,2017-01,소매,포천시외버스터미널_1,2406,가전제품소매
1.6762,2017-01,소매,시흥시립도서관앞,1600,가전제품소매
1.2709,2017-01,소매,서울 강남구 역삼역_2,1928,가전제품소매
1.2018,2017-01,소매,병점역,1466,가전제품소매
0.8244,2017-01,소매,묵호역,2477,가전제품소매
0.8984,2017-01,소매,영천역,1049,가전제품소매
0.9559,2017-01,소매,서정리역,1436,가전제품소매
1.1156,2017-01,소매,울산 중구 중앙동_1,702,가전제품소매
0.1614,2017-01,소매,유통상가사거리,1588,가전제품소매
0.3897,2017-01,소매,구로디지탈1단지,1844,가전제품소매
1.1540,2017-01,소매,경기 성남시 신흥역_2,1703,가전제품소매
0.2478,2017-01,소매,센텀시티역_1,395,가전제품소매
2.0727,2017-01,소매,서울 동작구 총신대입구역,1850,가전제품소매
1.1911,2017-01,소매,평촌먹거리촌,1632,가전제품소매
3.8510,2017-01,소매,전북 전주시 중화산1동_1,768,가전제품소매
0.5158,2017-01,소매,가산디지털단지역_3,1810,가전제품소매
0.5419,2017-01,소매,가산디지털단지역_2,1795,가전제품소매
1.0796,2017-01,소매,장현초등학교 주변,2362,가전제품소매
0.2993,2017-01,소매,명동거리,2202,가전제품소매
0.2694,2017-01,소매,서울 동대문구 청량리역,2252,가전제품소매
0.8444,2017-01,소매,초지동주민센터,1551,가전제품소매
0.3384,2017-01,소매,증평군청,1333,가전제품소매
0.5201,2017-01,소매,충주시청_1,1409,가전제품소매
1.7288,2017-01,소매,중앙로역_1,1206,가전제품소매
0.4577,2017-01,소매,부산 사하구 괴정역_2,232,가전제품소매
0.7831,2017-01,소매,인천 남구 주안2동_1,1742,가전제품소매
1.2582,2017-01,소매,인천 계양구 계산4동_1,2115,가전제품소매
0.8629,2017-01,소매,부산 부산진구 서면역_1,368,가전제품소매
0.5490,2017-01,소매,충북 청주시 성화.개신.죽림동_2,1298,가전제품소매
0.2519,2017-01,소매,신사동 가로수길,2045,가전제품소매
1.8006,2017-01,소매,전남대,417,가전제품소매
1.4772,2017-01,소매,충남 천안시 부성동_8,1377,가전제품소매
0.9441,2017-01,소매,국립춘천박물관,2458,가전제품소매
0.4764,2017-01,소매,금남로4가역_4,357,가전제품소매
1.6274,2017-01,소매,대전 서구 둔산2동_2,1232,가전제품소매
0.3064,2017-01,소매,서울 강남구 선릉역_2,1943,가전제품소매
1.0375,2017-01,소매,광주 광산구 첨단2동_2,513,가전제품소매
0.6270,2017-01,소매,굴포천역,1963,가전제품소매
1.4385,2017-01,소매,충남 천안시 쌍용1동_1,1352,가전제품소매
0.3148,2017-01,소매,부산 부산진구 서면역_1,368,가전제품소매
0.4692,2017-01,소매,부산 연제구 연산동역_1,429,가전제품소매
1.1005,2017-01,소매,경기 성남시 야탑역_2,1678,가전제품소매
1.7535,2017-01,소매,안산역_2,1581,가전제품소매
0.4920,2017-01,소매,서울 강남구 논현역_1,1967,가전제품소매
1.5126,2017-01,소매,부산 수영구 수영역_2,396,가전제품소매
0.1597,2017-01,소매,사상역_2,383,가전제품소매
0.5736,2017-01,소매,부산 사하구 괴정역_2,232,가전제품소매
1.1451,2017-01,소매,대전 서구 둔산2동_1,1222,가전제품소매
0.1894,2017-01,소매,부산대역,542,가전제품소매
0.1012,2017-01,소매,서울 강남구 압구정역,2053,가전제품소매
0.1239,2017-01,소매,광주종합터미널,1682,가전제품소매
2.7822,2017-01,소매,목동사거리,2080,가전제품소매
1.8279,2017-01,소매,경북 포항시 대이동_1,1091,가전제품소매
1.0217,2017-01,소매,무극공용버스터미널,1423,가전제품소매
1.5615,2017-01,소매,계원대학로_1,1624,가전제품소매
0.0673,2017-01,소매,남대문시장,2176,가전제품소매
1.1689,2017-01,소매,경기 과천시 정부과천청사역_2,1694,가전제품소매
0.6461,2017-01,소매,남동인더스파크역_2,1673,가전제품소매
0.4476,2017-01,소매,부천역_2,1829,가전제품소매
1.1230,2017-01,소매,경북 구미시 형곡1동_1,1131,가전제품소매
1.2370,2017-01,소매,경기 성남시 야탑역_1,1675,가전제품소매
1.8944,2017-01,소매,경남 양산시 삼성동_2,623,가전제품소매
0.4083,2017-01,소매,경남 창원시 명곡동_2,561,가전제품소매
0.5453,2017-01,소매,전북 익산시 남중동_2,1029,가전제품소매
0.8568,2017-01,소매,전남 순천시 왕조1동_3,194,가전제품소매
0.3772,2017-01,소매,하안사거리,1749,가전제품소매
0.3255,2017-01,소매,제주 서귀포시 중앙동_1,3,가전제품소매
0.9263,2017-01,소매,화천공용버스터미널,2423,가전제품소매
0.9337,2017-01,소매,양구시외버스터미널,2447,가전제품소매
0.3848,2017-01,소매,팔달문로터리_2,1525,가전제품소매
0.7342,2017-01,소매,남선공원,1217,가전제품소매
0.3481,2017-01,소매,서울 중구 을지로3가역_2,2210,가전제품소매
0.9126,2017-01,소매,경기 안산시 중앙역,1567,가전제품소매
0.4556,2017-01,소매,포항역_2,1098,가전제품소매
0.5181,2017-01,소매,충남 공주시 중동 4거리,1256,가전제품소매
0.6514,2017-01,소매,전남 여수시 쌍봉동_6,66,가전제품소매
0.6087,2017-01,소매,전북 정읍시 수성동_2,710,가전제품소매
0.8844,2017-01,소매,광주종합터미널,1682,가전제품소매
0.5808,2017-01,소매,온양온천역_2,1336,가전제품소매
2.0062,2017-01,소매,경남 창원시 동서동_1,487,가전제품소매
0.8372,2017-01,소매,서울 강남구 대치역_2,1878,가전제품소매
1.4340,2017-01,소매,한남오거리,2081,가전제품소매
0.5471,2017-01,소매,대구 중구 성내3동_2,949,가전제품소매
0.8668,2017-01,소매,중앙로역_2,931,가전제품소매
2.3650,2017-01,소매,수지구청_2,1573,가전제품소매
1.4047,2017-01,소매,수원시청_4,1500,가전제품소매
2.4511,2017-01,소매,의정부역_2,2368,가전제품소매
1.2956,2017-01,소매,충남 천안시 성환읍_2,1396,가전제품소매
1.2661,2017-01,소매,평택역_3,1432,가전제품소매
0.8262,2017-01,소매,서울 은평구 연신내역_3,2292,가전제품소매
0.4011,2017-01,소매,경남 양산시 서창동_2,636,가전제품소매
1.3192,2017-01,소매,곤지암시외버스터미널,1592,가전제품소매
1.5867,2017-01,소매,전남 순천시 왕조1동_5,195,가전제품소매
0.5562,2017-01,소매,경기 성남시 서현역,1635,가전제품소매
0.9013,2017-01,소매,호계1동주민센터,1614,가전제품소매
1.1153,2017-01,소매,서울 강동구 천호역_2,2110,가전제품소매
1.7276,2017-01,소매,서천시외버스터미널,1110,가전제품소매
0.1432,2017-01,소매,서울 강남구 대치역_2,1878,가전제품소매
0.4829,2017-01,소매,경북 구미시 선산읍_1,1183,가전제품소매
0.9493,2017-01,소매,인천 남구 주안6동_1,1745,가전제품소매
2.8609,2017-01,소매,대구 수성구 황금2동_1,844,가전제품소매
1.8172,2017-01,소매,관양사거리,1667,가전제품소매
2.1081,2017-01,소매,전북대학교,854,가전제품소매
1.3652,2017-01,소매,충청북도청_2,1309,가전제품소매
0.7099,2017-01,소매,인천 남구 주안6동_1,1745,가전제품소매
3.4054,2017-01,소매,강릉원주대강릉캠퍼스,2511,가전제품소매
0.4470,2017-01,소매,충남 태안군 태안읍_1,1327,가전제품소매
2.5299,2017-01,소매,이천종합터미널_6,1529,가전제품소매
0.3897,2017-01,소매,부산 해운대구 해운대역_2,391,가전제품소매
0.4333,2017-01,소매,조암버스터미널,1444,가전제품소매
0.3314,2017-01,소매,부산 부산진구 부전역_1,384,가전제품소매
1.4858,2017-01,소매,포천시외버스터미널_2,2407,가전제품소매
1.5597,2017-01,소매,안중시장삼거리,1416,가전제품소매
1.0581,2017-01,소매,상록수역,1547,가전제품소매
1.3701,2017-01,소매,울산 남구 삼산동_18,695,가전제품소매
1.2535,2017-01,소매,삼성역_1,1945,가전제품소매
0.8977,2017-01,소매,덕소초등학교앞,2257,가전제품소매
3.3579,2017-01,소매,원주시외버스터미널_1,2530,가전제품소매
4.5320,2017-01,소매,신부광장,1582,가전제품소매
3.9984,2017-01,소매,순천종합버스터미널_1,172,가전제품소매
0.6587,2017-01,소매,서울 용산구 숙대입구역,2128,가전제품소매
1.3135,2017-01,소매,정발산역_5,2345,가전제품소매
1.2507,2017-01,소매,부천역_3,1863,가전제품소매
0.7504,2017-01,소매,중앙로역_2,1207,가전제품소매
0.4123,2017-01,소매,김포공설운동장앞사거리_2,2294,가전제품소매
0.3748,2017-01,소매,인천시청_2,1734,가전제품소매
0.4329,2017-01,소매,용인사거리_1,1467,가전제품소매
0.2876,2017-01,소매,경남 양산시 중앙동_1,620,가전제품소매
1.3687,2017-01,소매,부산 수영구 수영역_2,396,가전제품소매
0.5201,2017-01,소매,이천종합터미널_4,1523,가전제품소매
0.5889,2017-01,소매,경남 창녕군 창녕읍_1,668,가전제품소매
0.3857,2017-01,소매,안성시장,1435,가전제품소매
0.9338,2017-01,소매,안중시장삼거리,1416,가전제품소매
0.4406,2017-01,소매,대전 유성구 온천1동_2,1240,가전제품소매
0.3777,2017-01,소매,신매역,847,가전제품소매
0.7410,2017-01,소매,고양시청_2,2339,가전제품소매
0.6090,2017-01,소매,서산공용버스터미널,1345,가전제품소매
0.8860,2017-01,소매,서울 서초구 남부터미널역_3,1849,가전제품소매
2.3245,2017-01,소매,서동역,506,가전제품소매
1.3222,2017-01,소매,대전 유성구 구즉동_1,1251,가전제품소매
0.2119,2017-01,소매,신사동 가로수길,2045,가전제품소매
0.2958,2017-01,소매,충남 천안시 성환읍_2,1396,가전제품소매
0.8478,2017-01,소매,경북 경주시 안강읍_1,1075,가전제품소매
0.5484,2017-01,소매,동대구역_2,961,가전제품소매
1.8328,2017-01,소매,수원지방법원안산지원앞_3,1559,가전제품소매
1.2684,2017-01,소매,경남 창원시 의창동_3,583,가전제품소매
2.4274,2017-01,소매,경북 김천시 자산동_4,1137,가전제품소매
5.5666,2017-01,소매,경북 구미시 상모사곡동_3,1111,가전제품소매
0.5800,2017-01,소매,수지구청_1,1571,가전제품소매
0.2599,2017-01,소매,서울 강남구 한티역,1906,가전제품소매
0.2837,2017-01,소매,코엑스,1976,가전제품소매
1.1370,2017-01,소매,대전 시청역_1,1218,가전제품소매
0.6155,2017-01,소매,평창시외버스터미널,2484,가전제품소매
0.3364,2017-01,소매,부산 연제구 연산동역_3,436,가전제품소매
0.9720,2017-01,소매,대구 북구 산격2동_6,994,가전제품소매
0.7240,2017-01,소매,울산 남구 삼산동_5,680,가전제품소매
1.0094,2017-01,소매,행신1동 주민센터,2298,가전제품소매
0.7073,2017-01,소매,초지동주민센터,1551,가전제품소매
1.8859,2017-01,소매,대전 서구 둔산2동_1,1222,가전제품소매
0.1114,2017-01,소매,가산디지털단지역_2,1795,가전제품소매
0.5941,2017-01,소매,부산 금정구 구서동역,573,가전제품소매
3.1078,2017-01,소매,전남 광양시 중마동_9,159,가전제품소매
5.8499,2017-01,소매,전남 여수시 쌍봉동_6,66,가전제품소매
1.3730,2017-01,소매,울산 동구 남목1동_2,686,가전제품소매
1.1160,2017-01,소매,서울 서대문구 신촌역,2168,가전제품소매
0.9216,2017-01,소매,하안사거리,1749,가전제품소매
0.3446,2017-01,소매,대구 중구 중앙로역_2,952,가전제품소매
0.1490,2017-01,소매,광주 서구 양동_1,346,가전제품소매
0.3426,2017-01,소매,전남 여수시 중앙동_3,47,가전제품소매
0.7495,2017-01,소매,옥천역,1200,가전제품소매
0.2666,2017-01,소매,서울 중구 충무로역_2,2194,가전제품소매
0.1877,2017-01,소매,광주 서구 양동_1,346,가전제품소매
3.6582,2017-01,소매,경북 영덕군 영덕읍_1,1249,가전제품소매
0.8235,2017-01,소매,경북 구미시 신평1동_4,1129,가전제품소매
0.6306,2017-01,소매,평내호평역,2328,가전제품소매
0.4568,2017-01,소매,송정리역,314,가전제품소매
0.6299,2017-01,소매,대전 유성구 온천1동_1,1233,가전제품소매
0.5504,2017-01,소매,대전 유성구 온천1동_4,1236,가전제품소매
2.1799,2017-01,소매,양평역_3,1854,가전제품소매
0.5389,2017-01,소매,전북 전주시 우아2동_3,814,가전제품소매
0.2592,2017-01,소매,경북 포항시 죽도동_3,1083,가전제품소매
0.3294,2017-01,소매,단구동 프리미엄아울렛,2536,가전제품소매
0.6373,2017-01,소매,서울 강남구 논현역_2,1984,가전제품소매
0.1479,2017-01,소매,대구 중구 중앙로역_2,952,가전제품소매
1.2640,2017-01,소매,전북 군산시 수송동_1,1045,가전제품소매
0.3727,2017-01,소매,상당구청,1317,가전제품소매
1.3806,2017-01,소매,선정릉역_2,1974,가전제품소매
0.3749,2017-01,소매,전북 김제시 요촌동_1,749,가전제품소매
0.6360,2017-01,소매,중앙로역_1,930,가전제품소매
1.2992,2017-01,소매,강원도삼척의료원,2483,가전제품소매
1.6776,2017-01,소매,부산 북구 덕천역_4,496,가전제품소매
1.3231,2017-01,소매,경북 경산시 남부동_1,748,가전제품소매
0.2256,2017-01,소매,전남 광양시 광양읍_1,202,가전제품소매
0.6714,2017-01,소매,경북 구미시 상모사곡동_3,1111,가전제품소매
0.7858,2017-01,소매,대전 유성구 온천1동_2,1240,가전제품소매
0.7145,2017-01,소매,목포역,82,가전제품소매
0.8697,2017-01,소매,서산공용버스터미널,1345,가전제품소매
0.2058,2017-01,소매,울산 남구 신정1동_2,688,가전제품소매
0.5093,2017-01,소매,춘천시청,2413,가전제품소매
4.1145,2017-01,소매,전남 목포시 용당1동_2,110,가전제품소매
1.1253,2017-01,소매,용인사거리_2,1469,가전제품소매
2.3252,2017-01,소매,용산구청,2072,가전제품소매
2.0125,2017-01,소매,경성대부경대역_2,299,가전제품소매
0.6320,2017-01,소매,전북 익산시 영등1동_1,1032,가전제품소매
0.8599,2017-01,소매,원주소방서,2541,가전제품소매
2.9978,2017-01,소매,동대구역_1,933,가전제품소매
0.0953,2017-01,소매,전주시청_2,791,가전제품소매
0.4083,2017-01,소매,전북 정읍시 수성동_2,710,가전제품소매
1.0730,2017-01,소매,종로구청,2237,가전제품소매
0.3401,2017-01,소매,구갈공원,1530,가전제품소매
2.4476,2017-01,소매,광주 광산구 우산동_1,388,가전제품소매
0.3950,2017-01,소매,안동시청_1,1277,가전제품소매
0.4982,2017-01,소매,고잔역,1565,가전제품소매
0.9285,2017-01,소매,충북 청주시 봉명2.송정동_1,1319,가전제품소매
0.1019,2017-01,소매,부산 동구 범일동역_2,308,가전제품소매
0.9818,2017-01,소매,상동역_2,1947,가전제품소매
0.8817,2017-01,소매,인덕원역_2,1661,가전제품소매
0.2481,2017-01,소매,고령시외버스터미널,738,가전제품소매
0.3080,2017-01,소매,원주시외버스터미널_1,2530,가전제품소매
0.3480,2017-01,소매,삼정역_2,1949,가전제품소매
0.8426,2017-01,소매,고창공용버스터미널,641,가전제품소매
0.8141,2017-01,소매,부산 사상구 사상역_1,392,가전제품소매
0.6422,2017-01,소매,부산 연제구 연산9동_1,442,가전제품소매
0.4967,2017-01,소매,옥천오거리,2520,가전제품소매
1.4610,2017-01,소매,충북 영동군 영동읍_1,1177,가전제품소매
0.7518,2017-01,소매,고성군청,198,가전제품소매
1.2499,2017-01,소매,울산 동구 일산동_2,647,가전제품소매
1.2403,2017-01,소매,전북 군산시 수송동_2,1036,가전제품소매
0.5979,2017-01,소매,금남로4가역_4,357,가전제품소매
0.9310,2017-01,소매,경남 창원시 월영동_1,414,가전제품소매
0.9123,2017-01,소매,횡성군청,2481,가전제품소매
0.2450,2017-01,소매,수원시청_4,1500,가전제품소매
0.1886,2017-01,소매,영양군보건소,1321,가전제품소매
2.4431,2017-01,소매,성당못역_2,832,가전제품소매
0.2116,2017-01,소매,서울 종로구 경복궁역_2,2248,가전제품소매
1.4433,2017-01,소매,정읍역,716,가전제품소매
0.4906,2017-01,소매,당리역_2,247,가전제품소매
0.1455,2017-01,소매,서울 강남구 수서역,1848,가전제품소매
0.2117,2017-01,소매,경남 거창군 거창읍_3,734,가전제품소매
1.0007,2017-01,소매,삼정역_1,1946,가전제품소매
0.9859,2017-01,소매,경남 진주시 중앙동_3,440,가전제품소매
0.4006,2017-01,소매,남해군청,140,가전제품소매
1.1038,2017-01,소매,광주 남구 봉선2동_1,269,가전제품소매
1.4257,2017-01,소매,송우리시외버스터미널_2,2399,가전제품소매
0.1672,2017-01,소매,창공용버스터미널,638,가전제품소매
0.9694,2017-01,소매,금남로4가역_3,345,가전제품소매
1.3616,2017-01,소매,안양역_1,1651,가전제품소매
0.8657,2017-01,소매,서울 용산구 이태원역,2083,가전제품소매
0.9667,2017-01,소매,담티역,884,가전제품소매
2.1279,2017-01,소매,서울 관악구 사당역,1778,가전제품소매
4.1101,2017-01,소매,상록수역,1547,가전제품소매
4.2838,2017-01,소매,경남 진주시 천전동_2,407,가전제품소매
2.7756,2017-01,소매,이천종합터미널_6,1529,가전제품소매
0.6187,2017-01,소매,경남 거창군 거창읍_3,734,가전제품소매
0.9139,2017-01,소매,주문진항,2432,가전제품소매
0.3982,2017-01,소매,서울 종로구 종로3가역_1,2223,가전제품소매
0.9087,2017-01,소매,춘천시청,2413,가전제품소매
1.8674,2017-01,소매,조암버스터미널,1444,가전제품소매
4.0303,2017-01,소매,인하대 후문,1728,가전제품소매
1.4704,2017-01,소매,안양역_3,1653,가전제품소매
2.1227,2017-01,소매,부산 북구 덕천역_2,491,가전제품소매
0.8560,2017-01,소매,서울 강남구 선릉역_1,1935,가전제품소매
2.4878,2017-01,소매,대구 동구 안심1동_1,916,가전제품소매
1.1603,2017-01,소매,전남 화순군 화순읍_3,215,가전제품소매
0.7671,2017-01,소매,전북 익산시 영등2동_6,1043,가전제품소매
1.3497,2017-01,소매,전북 익산시 영등2동_6,1043,가전제품소매
0.4697,2017-01,소매,문화전당역,319,가전제품소매
0.5062,2017-01,소매,정발산역_5,2345,가전제품소매
0.1549,2017-01,소매,장한평역,2175,가전제품소매
