시도,시군구,업종대분류,분류,업종중분류,1년 미만,1~2년,2~3년,3~5년,5년 이상,합계,평균
서울특별시,종로구,스포츠,기타,실외운동시설,0,0,1,0,4,5,4.5
서울특별시,종로구,스포츠,기타,운영관리시설,0,1,2,4,5,12,3.96
서울특별시,종로구,음식,기타,부페,3,3,1,2,9,18,3.42
서울특별시,종로구,음식,기타,중식,17,16,13,20,38,104,3.22
서울특별시,종로구,음식,기타,분식,66,52,38,127,258,541,3.7
서울특별시,종로구,음식,기타,양식,112,126,70,124,156,588,2.88
서울특별시,종로구,음식,기타,닭/오리요리,20,29,20,51,79,199,3.53
서울특별시,종로구,음식,기타,별식/퓨전요리,20,22,6,19,42,109,3.16
서울특별시,종로구,음식,기타,유흥주점,51,94,62,162,227,596,3.53
서울특별시,종로구,음식,기타,음식배달서비스,0,0,0,2,5,7,4.71
서울특별시,종로구,음식,기타,패스트푸드,33,39,20,47,62,201,3.1
서울특별시,종로구,음식,기타,일식/수산물,48,71,42,52,134,347,3.21
서울특별시,종로구,음식,기타,한식,287,290,195,482,703,1957,3.33
서울특별시,종로구,음식,기타,기타음식업,14,6,16,35,155,226,4.3
서울특별시,종로구,음식,기타,커피점/카페,182,199,140,263,293,1077,3.02
서울특별시,종로구,음식,기타,제과제빵떡케익,20,29,19,28,51,147,3.18
서울특별시,종로구,학문/교육,학원,컴퓨터,3,3,1,5,7,19,3.34
서울특별시,종로구,학문/교육,학원,자격/국가고시,1,1,1,3,7,13,3.96
서울특별시,종로구,학문/교육,학원,창업취업취미,1,3,1,3,11,19,3.92
서울특별시,종로구,학문/교육,학원,기타,6,11,47,51,25,140,3.33
서울특별시,종로구,학문/교육,기타,학교,1,0,6,7,67,81,4.67
서울특별시,종로구,학문/교육,기타,유아교육,2,4,9,26,67,108,4.34
서울특별시,종로구,학문/교육,기타,특수교육기관,0,0,1,0,7,8,4.69
서울특별시,종로구,학문/교육,학원,예능취미체육,5,3,6,11,12,37,3.41
서울특별시,종로구,학문/교육,기타,기타교육기관,1,1,7,21,27,57,4.18
서울특별시,종로구,학문/교육,기타,연구소,6,5,25,4,34,74,3.5
서울특별시,종로구,학문/교육,학원,음악미술무용,4,5,8,26,33,76,3.93
서울특별시,종로구,학문/교육,학원,어학,4,12,8,29,23,76,3.57
서울특별시,종로구,학문/교육,기타,도서관/독서실,2,0,9,39,20,70,3.99
서울특별시,종로구,학문/교육,학원,보습교습입시,2,2,5,44,21,74,4.02
서울특별시,종로구,학문/교육,기타,학문교육기타,0,0,1,3,4,8,4.31
서울특별시,중구,관광/여가/오락,기타,요가/단전/마사지,1,1,3,28,13,46,4.05
서울특별시,중구,관광/여가/오락,기타,스포츠/운동,0,0,0,1,0,1,4.0
서울특별시,중구,관광/여가/오락,기타,전시/관람,1,0,4,10,5,20,3.78
서울특별시,중구,관광/여가/오락,기타,PC/오락/당구/볼링등,4,0,11,98,32,145,4.01
서울특별시,중구,관광/여가/오락,기타,놀이/여가/취미,0,0,1,1,3,5,4.3
서울특별시,중구,관광/여가/오락,기타,경마/경륜/성인오락,3,2,1,1,1,8,2.0
서울특별시,중구,관광/여가/오락,기타,무도/유흥/가무,7,2,7,57,13,86,3.69
서울특별시,중구,관광/여가/오락,기타,연극/영화/극장,0,2,13,6,14,35,3.7
서울특별시,중구,부동산,기타,부동산중개,14,2,40,111,138,305,4.08
서울특별시,중구,부동산,기타,부동산관련서비스,0,1,1,0,18,20,4.7
서울특별시,중구,부동산,기타,평가/개발/관리,2,4,21,10,127,164,4.48
서울특별시,중구,부동산,기타,부동산임대,1,2,11,13,57,84,4.38
서울특별시,중구,부동산,기타,분양,0,0,15,4,6,25,3.34
서울특별시,중구,생활서비스,기타,개인/가정용품수리,14,4,8,19,44,89,3.7
서울특별시,중구,생활서비스,기타,법무세무회계,11,13,27,83,364,498,4.51
서울특별시,중구,생활서비스,기타,예식/의례/관혼상제,4,7,3,2,10,26,3.0
서울특별시,중구,생활서비스,기타,주택수리,0,0,3,12,24,39,4.5
서울특별시,중구,생활서비스,기타,자동차/이륜차,1,1,15,111,95,223,4.3
서울특별시,중구,생활서비스,기타,이/미용/건강,65,62,84,204,195,610,3.49
서울특별시,중구,생활서비스,기타,대중목욕탕/휴게,3,6,1,9,14,33,3.61
서울특별시,중구,생활서비스,기타,대행업,1,0,4,13,35,53,4.48
서울특별시,중구,생활서비스,기타,운송/배달/택배,8,2,9,36,99,154,4.34
서울특별시,중구,생활서비스,기타,세탁/가사서비스,14,7,13,33,85,152,3.99
서울특별시,중구,생활서비스,기타,물품기기대여,2,1,4,10,15,32,3.98
서울특별시,중구,생활서비스,기타,주유소/충전소,0,0,2,11,10,23,4.3
서울특별시,중구,생활서비스,기타,개인서비스,1,0,9,14,24,48,4.15
서울특별시,중구,생활서비스,기타,사진,7,3,8,35,40,93,3.96
서울특별시,중구,생활서비스,기타,인력/고용/용역알선,7,0,11,11,27,56,3.75
서울특별시,중구,생활서비스,기타,광고/인쇄,11,3,41,139,346,540,4.44
서울특별시,중구,생활서비스,기타,기타서비스업,4,3,46,60,83,196,3.96
서울특별시,중구,생활서비스,기타,행사/이벤트,1,1,10,23,59,94,4.4
서울특별시,중구,생활서비스,기타,장례/묘지,0,0,0,1,7,8,4.88
서울특별시,중구,소매,기타,음/식료품소매,59,22,35,199,220,535,3.82
서울특별시,중구,소매,기타,가방/신발/액세서리,52,30,94,458,203,837,3.77
서울특별시,중구,소매,기타,사진/광학/정밀기기소매,25,17,26,153,142,363,3.93
서울특별시,중구,소매,기타,가전제품소매,19,11,12,47,19,108,3.14
서울특별시,중구,소매,기타,의복의류,1379,146,226,1384,477,3612,2.6
서울특별시,중구,소매,기타,건강/미용식품,11,11,8,28,56,114,3.81
서울특별시,중구,소매,기타,선물/팬시/기념품,12,4,14,90,99,219,4.12
서울특별시,중구,소매,기타,시계/귀금속소매,9,3,16,63,46,137,3.88
서울특별시,중구,소매,기타,운동/경기용품소매,10,7,19,63,37,136,3.68
서울특별시,중구,소매,기타,페인트/유리제품소매,5,1,1,10,20,37,3.96
서울특별시,중구,소매,기타,의약/의료품소매,8,1,6,49,19,83,3.75
서울특별시,중구,소매,기타,철물/난방/건설자재소매,5,2,4,35,70,116,4.36
서울특별시,중구,소매,기타,중고품소매/교환,1,0,4,8,6,19,3.82
서울특별시,중구,소매,기타,종합소매점,1504,139,137,442,298,2520,1.81
서울특별시,중구,소매,기타,유아용품,0,0,1,3,5,9,4.39
서울특별시,중구,소매,기타,애견/애완/동물,1,1,0,12,7,21,4.05
서울특별시,중구,소매,기타,종교용품판매,0,0,0,0,2,2,5.0
서울특별시,중구,소매,기타,가정/주방/인테리어,82,21,68,294,161,626,3.55
서울특별시,중구,소매,기타,화장품소매,41,29,47,153,100,370,3.5
서울특별시,중구,소매,기타,사무/문구/컴퓨터,14,2,26,105,98,245,4.02
서울특별시,중구,소매,기타,취미/오락관련소매,3,0,1,11,12,27,4.0
서울특별시,중구,소매,기타,가구소매,10,2,6,54,28,100,3.79
서울특별시,중구,소매,기타,책/서적/도서,2,1,3,45,25,76,4.14
서울특별시,중구,소매,기타,기타판매업,5,5,42,71,137,260,4.17
서울특별시,중구,소매,기타,자동차/자동차용품,1,0,6,24,33,64,4.32
서울특별시,중구,소매,기타,예술품/골동품/수석/분재,0,0,25,7,8,40,3.26
서울특별시,중구,숙박,기타,캠프/별장/펜션,0,1,4,11,1,17,3.56
서울특별시,중구,숙박,기타,유스호스텔,0,0,0,2,0,2,4.0
서울특별시,중구,숙박,기타,민박/하숙,1,2,2,3,3,11,3.23
서울특별시,중구,숙박,기타,모텔/여관/여인숙,15,17,20,49,57,158,3.57
서울특별시,중구,숙박,기타,호텔/콘도,24,20,28,30,39,141,3.03
서울특별시,중구,스포츠,기타,실내운동시설,3,3,11,34,22,73,3.83
서울특별시,중구,스포츠,기타,운영관리시설,0,0,4,6,2,12,3.67
서울특별시,중구,스포츠,기타,실외운동시설,0,0,2,3,7,12,4.33
서울특별시,중구,음식,기타,한식,329,227,154,388,683,1781,3.29
서울특별시,중구,음식,기타,패스트푸드,38,49,18,54,77,236,3.13
서울특별시,중구,음식,기타,제과제빵떡케익,52,36,14,27,77,206,2.95
서울특별시,중구,음식,기타,닭/오리요리,31,34,16,60,93,234,3.47
서울특별시,중구,음식,기타,중식,26,21,10,15,38,110,2.9
서울특별시,중구,음식,기타,유흥주점,56,58,46,164,217,541,3.64
서울특별시,중구,음식,기타,기타음식업,16,15,19,46,166,262,4.17
서울특별시,중구,음식,기타,일식/수산물,72,49,26,71,143,361,3.25
서울특별시,중구,음식,기타,분식,74,66,42,105,242,529,3.54
서울특별시,중구,음식,기타,부페,4,8,4,5,10,31,3.03
서울특별시,중구,음식,기타,양식,57,51,29,63,156,356,3.4
서울특별시,중구,음식,기타,음식배달서비스,0,0,1,0,6,7,4.64
서울특별시,중구,음식,기타,별식/퓨전요리,25,16,10,21,35,107,3.0
서울특별시,중구,음식,기타,커피점/카페,160,144,115,193,276,888,3.08
서울특별시,중구,학문/교육,기타,특수교육기관,0,0,1,4,3,8,4.19
서울특별시,중구,학문/교육,학원,음악미술무용,1,0,5,35,17,58,4.1
서울특별시,중구,학문/교육,학원,자격/국가고시,0,1,0,2,4,7,4.21
서울특별시,중구,학문/교육,학원,어학,2,4,0,16,9,31,3.74
서울특별시,중구,학문/교육,학원,예능취미체육,2,1,2,15,10,30,3.92
서울특별시,중구,학문/교육,기타,연구소,2,0,8,3,10,23,3.61
서울특별시,중구,학문/교육,학원,컴퓨터,0,1,0,1,0,2,2.75
서울특별시,중구,학문/교육,기타,유아교육,0,0,1,13,47,61,4.75
서울특별시,중구,학문/교육,기타,학문교육기타,0,1,1,0,5,7,4.14
서울특별시,중구,학문/교육,학원,기타,1,2,13,38,14,68,3.79
서울특별시,중구,학문/교육,기타,도서관/독서실,2,1,3,33,16,55,4.04
서울특별시,중구,학문/교육,기타,학교,0,1,0,10,38,49,4.72
서울특별시,중구,학문/교육,학원,보습교습입시,0,1,8,41,14,64,3.99
서울특별시,중구,학문/교육,학원,창업취업취미,0,1,1,4,9,15,4.33
서울특별시,중구,학문/교육,기타,기타교육기관,2,0,4,14,17,37,4.11
서울특별시,용산구,관광/여가/오락,기타,놀이/여가/취미,0,0,3,0,1,4,3.12
서울특별시,용산구,관광/여가/오락,기타,PC/오락/당구/볼링등,16,4,15,72,24,131,3.51
서울특별시,용산구,관광/여가/오락,기타,경마/경륜/성인오락,24,1,2,1,4,32,1.33
서울특별시,용산구,관광/여가/오락,기타,요가/단전/마사지,1,0,4,14,4,23,3.76
서울특별시,용산구,관광/여가/오락,기타,연극/영화/극장,0,0,9,7,8,24,3.77
서울특별시,용산구,관광/여가/오락,기타,스포츠/운동,0,0,0,1,0,1,4.0
서울특별시,용산구,관광/여가/오락,기타,무도/유흥/가무,5,3,11,55,16,90,3.72
서울특별시,용산구,관광/여가/오락,기타,전시/관람,0,2,8,9,3,22,3.36
서울특별시,용산구,부동산,기타,부동산중개,37,16,29,125,152,359,3.83
서울특별시,용산구,부동산,기타,분양,0,0,22,5,2,29,2.93
서울특별시,용산구,부동산,기타,평가/개발/관리,2,0,2,5,51,60,4.68
서울특별시,용산구,부동산,기타,부동산임대,2,1,11,9,50,73,4.33
서울특별시,용산구,부동산,기타,부동산관련서비스,0,0,0,5,61,66,4.92
서울특별시,용산구,생활서비스,기타,광고/인쇄,2,0,10,15,27,54,4.09
서울특별시,용산구,생활서비스,기타,장례/묘지,0,1,1,0,1,3,3.0
서울특별시,용산구,생활서비스,기타,이/미용/건강,71,44,56,171,273,615,3.72
서울특별시,용산구,생활서비스,기타,사진,3,2,2,28,26,61,4.12
서울특별시,용산구,생활서비스,기타,개인/가정용품수리,16,16,14,66,50,162,3.59
서울특별시,용산구,생활서비스,기타,자동차/이륜차,3,2,15,118,50,188,4.06
서울특별시,용산구,생활서비스,기타,주택수리,0,0,2,24,14,40,4.28
서울특별시,용산구,생활서비스,기타,운송/배달/택배,1,4,10,19,49,83,4.25
서울특별시,용산구,생활서비스,기타,인력/고용/용역알선,0,0,8,9,10,27,3.93
서울특별시,용산구,생활서비스,기타,법무세무회계,0,4,5,32,48,89,4.34
서울특별시,용산구,생활서비스,기타,기타서비스업,1,3,40,21,38,103,3.68
서울특별시,용산구,생활서비스,기타,물품기기대여,0,0,4,12,7,23,4.04
서울특별시,용산구,생활서비스,기타,세탁/가사서비스,17,9,11,55,94,186,3.98
서울특별시,용산구,생활서비스,기타,행사/이벤트,2,2,3,7,17,31,4.02
서울특별시,용산구,생활서비스,기타,개인서비스,0,0,5,7,6,18,3.92
서울특별시,용산구,생활서비스,기타,대중목욕탕/휴게,5,9,4,9,20,47,3.45
서울특별시,용산구,생활서비스,기타,대행업,1,1,2,24,9,37,4.0
서울특별시,용산구,생활서비스,기타,예식/의례/관혼상제,6,1,2,3,3,15,2.43
서울특별시,용산구,생활서비스,기타,주유소/충전소,0,1,1,8,5,15,4.07
서울특별시,용산구,소매,기타,기타판매업,1,1,29,67,98,196,4.25
서울특별시,용산구,소매,기타,음/식료품소매,21,11,16,151,69,268,3.79
서울특별시,용산구,소매,기타,페인트/유리제품소매,2,1,1,3,7,14,3.71
서울특별시,용산구,소매,기타,유아용품,0,0,0,7,1,8,4.12
서울특별시,용산구,소매,기타,중고품소매/교환,2,2,1,12,8,25,3.78
서울특별시,용산구,소매,기타,예술품/골동품/수석/분재,0,2,11,22,6,41,3.62
서울특별시,용산구,소매,기타,취미/오락관련소매,1,1,4,35,6,47,3.87
서울특별시,용산구,소매,기타,애견/애완/동물,0,0,1,2,3,6,4.25
서울특별시,용산구,소매,기타,의약/의료품소매,1,1,5,19,12,38,3.96
서울특별시,용산구,소매,기타,건강/미용식품,1,2,3,27,28,61,4.25
서울특별시,용산구,소매,기타,종합소매점,199,66,56,242,151,714,2.89
서울특별시,용산구,소매,기타,가정/주방/인테리어,22,3,19,163,88,295,3.92
서울특별시,용산구,소매,기타,운동/경기용품소매,2,6,9,26,16,59,3.67
서울특별시,용산구,소매,기타,사진/광학/정밀기기소매,30,17,51,214,97,409,3.69
서울특별시,용산구,소매,기타,선물/팬시/기념품,6,3,15,41,30,95,3.78
서울특별시,용산구,소매,기타,의복의류,27,11,74,396,230,738,4.0
서울특별시,용산구,소매,기타,사무/문구/컴퓨터,47,7,87,455,345,941,4.03
서울특별시,용산구,소매,기타,철물/난방/건설자재소매,4,2,3,18,31,58,4.13
서울특별시,용산구,소매,기타,가전제품소매,5,14,18,187,65,289,3.95
서울특별시,용산구,소매,기타,책/서적/도서,2,2,2,26,15,47,4.0
서울특별시,용산구,소매,기타,가방/신발/액세서리,15,5,24,211,96,351,3.99
서울특별시,용산구,소매,기타,화장품소매,21,3,16,71,28,139,3.45
서울특별시,용산구,소매,기타,자동차/자동차용품,1,0,22,30,48,101,4.11
서울특별시,용산구,소매,기타,가구소매,0,1,20,69,15,105,3.83
서울특별시,용산구,소매,기타,시계/귀금속소매,0,2,3,27,19,51,4.19
서울특별시,용산구,숙박,기타,모텔/여관/여인숙,5,8,6,17,46,82,3.99
서울특별시,용산구,숙박,기타,캠프/별장/펜션,0,0,1,7,0,8,3.81
서울특별시,용산구,숙박,기타,호텔/콘도,2,2,2,5,9,20,3.7
서울특별시,용산구,숙박,기타,민박/하숙,0,1,1,1,0,3,2.67
서울특별시,용산구,스포츠,기타,운영관리시설,1,0,0,7,3,11,3.95
서울특별시,용산구,스포츠,기타,실외운동시설,0,0,0,1,2,3,4.67
서울특별시,용산구,스포츠,기타,실내운동시설,4,1,9,34,12,60,3.7
서울특별시,용산구,음식,기타,패스트푸드,43,28,19,45,65,200,3.08
서울특별시,용산구,음식,기타,부페,1,1,0,1,4,7,3.71
서울특별시,용산구,음식,기타,커피점/카페,123,85,73,132,128,541,2.85
서울특별시,용산구,음식,기타,제과제빵떡케익,32,18,17,37,63,167,3.28
서울특별시,용산구,음식,기타,유흥주점,50,32,72,212,178,544,3.66
서울특별시,용산구,음식,기타,일식/수산물,50,27,32,47,56,212,2.89
서울특별시,용산구,음식,기타,분식,35,44,25,95,124,323,3.55
서울특별시,용산구,음식,기타,양식,110,68,71,154,161,564,3.11
서울특별시,용산구,음식,기타,음식배달서비스,0,0,0,2,2,4,4.5
서울특별시,용산구,음식,기타,기타음식업,12,9,16,46,130,213,4.19
서울특별시,용산구,음식,기타,닭/오리요리,11,14,17,34,50,126,3.61
서울특별시,용산구,음식,기타,별식/퓨전요리,15,15,14,18,20,82,2.89
서울특별시,용산구,음식,기타,중식,16,13,6,16,40,91,3.37
서울특별시,용산구,음식,기타,한식,289,205,237,366,389,1486,3.0
서울특별시,용산구,학문/교육,학원,자격/국가고시,0,0,0,3,2,5,4.4
서울특별시,용산구,학문/교육,학원,음악미술무용,5,0,4,34,19,62,3.93
서울특별시,용산구,학문/교육,기타,유아교육,1,2,4,16,86,109,4.66
서울특별시,용산구,학문/교육,기타,특수교육기관,1,0,1,0,1,3,2.67
서울특별시,용산구,학문/교육,학원,컴퓨터,0,0,0,1,1,2,4.5
서울특별시,용산구,학문/교육,기타,학문교육기타,0,0,2,5,6,13,4.23
서울특별시,용산구,학문/교육,학원,예능취미체육,1,2,1,16,7,27,3.89
서울특별시,용산구,학문/교육,기타,연구소,2,1,7,2,7,19,3.32
서울특별시,용산구,학문/교육,기타,학교,0,1,4,2,47,54,4.71
서울특별시,용산구,학문/교육,학원,창업취업취미,0,0,2,2,3,7,4.0
서울특별시,용산구,학문/교육,학원,어학,8,4,1,24,10,47,3.37
서울특별시,용산구,학문/교육,기타,도서관/독서실,0,0,2,20,10,32,4.22
서울특별시,용산구,학문/교육,학원,보습교습입시,4,1,6,42,22,75,3.95
서울특별시,용산구,학문/교육,학원,기타,5,2,19,54,20,100,3.69
서울특별시,용산구,학문/교육,기타,기타교육기관,0,2,1,26,10,39,4.09
서울특별시,성동구,관광/여가/오락,기타,경마/경륜/성인오락,3,18,3,0,0,24,1.5
서울특별시,성동구,관광/여가/오락,기타,전시/관람,0,0,1,1,2,4,4.12
서울특별시,성동구,관광/여가/오락,기타,무도/유흥/가무,2,1,15,91,7,116,3.78
서울특별시,성동구,관광/여가/오락,기타,요가/단전/마사지,0,3,10,15,3,31,3.37
서울특별시,성동구,관광/여가/오락,기타,놀이/여가/취미,0,0,1,0,1,2,3.75
서울특별시,성동구,관광/여가/오락,기타,PC/오락/당구/볼링등,11,6,21,44,9,91,3.16
서울특별시,성동구,관광/여가/오락,기타,연극/영화/극장,0,0,7,1,3,11,3.32
서울특별시,성동구,부동산,기타,평가/개발/관리,2,3,5,4,90,104,4.65
서울특별시,성동구,부동산,기타,부동산중개,22,18,111,44,146,341,3.58
서울특별시,성동구,부동산,기타,분양,0,0,0,2,3,5,4.6
서울특별시,성동구,부동산,기타,부동산관련서비스,0,0,2,0,52,54,4.91
서울특별시,성동구,부동산,기타,부동산임대,1,0,5,11,30,47,4.4
서울특별시,성동구,생활서비스,기타,행사/이벤트,1,1,5,7,14,28,4.02
서울특별시,성동구,생활서비스,기타,이/미용/건강,102,92,105,262,204,765,3.29
서울특별시,성동구,생활서비스,기타,인력/고용/용역알선,0,0,9,5,17,31,4.11
서울특별시,성동구,생활서비스,기타,대행업,0,0,3,0,7,10,4.25
서울특별시,성동구,생활서비스,기타,법무세무회계,3,7,12,20,85,127,4.31
서울특별시,성동구,생활서비스,기타,주유소/충전소,0,1,3,17,7,28,4.0
서울특별시,성동구,생활서비스,기타,세탁/가사서비스,30,18,27,50,146,271,3.84
서울특별시,성동구,생활서비스,기타,운송/배달/택배,0,3,11,17,46,77,4.29
서울특별시,성동구,생활서비스,기타,기타서비스업,2,2,10,9,13,36,3.61
서울특별시,성동구,생활서비스,기타,대중목욕탕/휴게,7,7,2,5,9,30,2.8
서울특별시,성동구,생활서비스,기타,물품기기대여,5,1,7,5,14,32,3.48
서울특별시,성동구,생활서비스,기타,주택수리,0,1,13,3,18,35,3.89
서울특별시,성동구,생활서비스,기타,개인서비스,3,0,12,4,6,25,3.1
서울특별시,성동구,생활서비스,기타,개인/가정용품수리,2,10,21,11,24,68,3.42
서울특별시,성동구,생활서비스,기타,사진,7,5,4,15,12,43,3.28
서울특별시,성동구,생활서비스,기타,자동차/이륜차,3,2,35,189,104,333,4.11
서울특별시,성동구,생활서비스,기타,광고/인쇄,3,2,9,9,45,68,4.24
서울특별시,성동구,생활서비스,기타,장례/묘지,2,0,3,2,2,9,2.94
서울특별시,성동구,생활서비스,기타,예식/의례/관혼상제,2,2,2,3,2,11,2.82
서울특별시,성동구,소매,기타,취미/오락관련소매,0,1,4,9,3,17,3.68
서울특별시,성동구,소매,기타,가방/신발/액세서리,11,4,27,85,36,163,3.67
서울특별시,성동구,소매,기타,책/서적/도서,0,0,3,20,12,35,4.21
서울특별시,성동구,소매,기타,사무/문구/컴퓨터,5,9,22,47,45,128,3.78
서울특별시,성동구,소매,기타,예술품/골동품/수석/분재,0,0,1,0,0,1,2.5
서울특별시,성동구,소매,기타,화장품소매,16,9,11,69,33,138,3.55
서울특별시,성동구,소매,기타,중고품소매/교환,1,0,0,4,8,13,4.35
서울특별시,성동구,소매,기타,종교용품판매,0,0,0,0,1,1,5.0
서울특별시,성동구,소매,기타,유아용품,0,0,1,1,4,6,4.42
서울특별시,성동구,소매,기타,건강/미용식품,10,8,10,29,50,107,3.81
서울특별시,성동구,소매,기타,선물/팬시/기념품,5,4,9,27,20,65,3.68
서울특별시,성동구,소매,기타,운동/경기용품소매,4,3,8,28,13,56,3.63
서울특별시,성동구,소매,기타,가정/주방/인테리어,10,6,27,126,62,231,3.88
서울특별시,성동구,소매,기타,가전제품소매,2,6,6,12,9,35,3.37
서울특별시,성동구,소매,기타,종합소매점,158,76,80,197,104,615,2.77
서울특별시,성동구,소매,기타,사진/광학/정밀기기소매,20,14,26,81,52,193,3.52
서울특별시,성동구,소매,기타,의약/의료품소매,1,1,2,17,19,40,4.25
서울특별시,성동구,소매,기타,음/식료품소매,175,11,50,171,80,487,2.7
서울특별시,성동구,소매,기타,가구소매,2,1,4,9,1,17,3.15
서울특별시,성동구,소매,기타,애견/애완/동물,0,0,3,0,2,5,3.5
서울특별시,성동구,소매,기타,의복의류,25,16,65,209,85,400,3.65
서울특별시,성동구,소매,기타,시계/귀금속소매,1,1,5,20,10,37,3.91
서울특별시,성동구,소매,기타,페인트/유리제품소매,1,2,1,1,3,8,3.12
서울특별시,성동구,소매,기타,철물/난방/건설자재소매,3,1,14,31,39,88,4.06
서울특별시,성동구,소매,기타,자동차/자동차용품,6,1,21,58,106,192,4.27
서울특별시,성동구,소매,기타,기타판매업,5,4,17,36,90,152,4.24
서울특별시,성동구,숙박,기타,민박/하숙,0,0,1,0,2,3,4.17
서울특별시,성동구,숙박,기타,호텔/콘도,2,4,1,1,4,12,2.79
서울특별시,성동구,숙박,기타,모텔/여관/여인숙,5,5,7,10,49,76,4.11
서울특별시,성동구,스포츠,기타,운영관리시설,0,0,1,7,0,8,3.81
서울특별시,성동구,스포츠,기타,실외운동시설,0,0,1,2,3,6,4.25
서울특별시,성동구,스포츠,기타,실내운동시설,2,9,16,37,27,91,3.71
서울특별시,성동구,음식,기타,중식,17,15,11,10,22,75,2.78
서울특별시,성동구,음식,기타,제과제빵떡케익,30,28,17,28,55,158,3.08
서울특별시,성동구,음식,기타,패스트푸드,30,24,14,31,35,134,2.87
서울특별시,성동구,음식,기타,한식,268,191,112,241,381,1193,2.99
서울특별시,성동구,음식,기타,유흥주점,47,49,54,84,115,349,3.28
서울특별시,성동구,음식,기타,분식,58,52,33,59,126,328,3.22
서울특별시,성동구,음식,기타,부페,2,3,0,1,5,11,3.14
서울특별시,성동구,음식,기타,음식배달서비스,0,0,1,0,2,3,4.17
서울특별시,성동구,음식,기타,커피점/카페,117,89,66,105,78,455,2.56
서울특별시,성동구,음식,기타,일식/수산물,60,57,25,28,64,234,2.61
서울특별시,성동구,음식,기타,닭/오리요리,20,17,26,37,87,187,3.66
서울특별시,성동구,음식,기타,양식,59,48,20,30,24,181,2.16
서울특별시,성동구,음식,기타,기타음식업,18,23,17,36,160,254,4.06
서울특별시,성동구,음식,기타,별식/퓨전요리,11,10,11,10,30,72,3.31
서울특별시,성동구,학문/교육,학원,자격/국가고시,0,1,1,0,5,7,4.14
서울특별시,성동구,학문/교육,학원,음악미술무용,10,9,34,23,18,94,3.04
서울특별시,성동구,학문/교육,학원,예능취미체육,4,5,12,7,7,35,2.93
서울특별시,성동구,학문/교육,학원,기타,6,5,59,100,23,193,3.49
서울특별시,성동구,학문/교육,기타,기타교육기관,0,1,4,10,5,20,3.82
서울특별시,성동구,학문/교육,기타,학문교육기타,0,0,2,3,4,9,4.11
서울특별시,성동구,학문/교육,학원,창업취업취미,0,0,2,0,2,4,3.75
서울특별시,성동구,학문/교육,기타,연구소,0,0,5,1,14,20,4.32
서울특별시,성동구,학문/교육,학원,컴퓨터,1,1,0,1,3,6,3.5
서울특별시,성동구,학문/교육,기타,학교,1,2,6,1,33,43,4.36
서울특별시,성동구,학문/교육,기타,특수교육기관,0,0,0,1,0,1,4.0
서울특별시,성동구,학문/교육,학원,어학,6,4,18,38,12,78,3.41
서울특별시,성동구,학문/교육,기타,도서관/독서실,0,0,5,23,15,43,4.17
서울특별시,성동구,학문/교육,기타,유아교육,2,2,11,29,133,177,4.59
서울특별시,성동구,학문/교육,학원,보습교습입시,4,7,15,90,14,130,3.69
서울특별시,광진구,관광/여가/오락,기타,무도/유흥/가무,9,11,50,312,69,451,3.86
서울특별시,광진구,관광/여가/오락,기타,스포츠/운동,0,0,2,1,0,3,3.0
서울특별시,광진구,관광/여가/오락,기타,연극/영화/극장,2,0,12,13,12,39,3.67
서울특별시,광진구,관광/여가/오락,기타,PC/오락/당구/볼링등,18,8,53,185,73,337,3.73
서울특별시,광진구,관광/여가/오락,기타,놀이/여가/취미,1,0,6,5,3,15,3.37
서울특별시,광진구,관광/여가/오락,기타,요가/단전/마사지,4,1,14,68,10,97,3.72
서울특별시,광진구,관광/여가/오락,기타,전시/관람,0,1,0,6,5,12,4.21
서울특별시,광진구,관광/여가/오락,기타,경마/경륜/성인오락,12,12,4,6,4,38,2.05
서울특별시,광진구,부동산,기타,부동산중개,27,21,192,296,255,791,3.77
서울특별시,광진구,부동산,기타,분양,0,0,41,7,9,57,3.08
서울특별시,광진구,부동산,기타,부동산임대,1,0,9,11,35,56,4.32
서울특별시,광진구,부동산,기타,평가/개발/관리,0,0,11,11,98,120,4.68
서울특별시,광진구,부동산,기타,부동산관련서비스,0,1,1,0,53,55,4.89
서울특별시,광진구,생활서비스,기타,운송/배달/택배,4,2,15,46,74,141,4.23
서울특별시,광진구,생활서비스,기타,이/미용/건강,150,132,203,515,552,1552,3.61
서울특별시,광진구,생활서비스,기타,개인/가정용품수리,10,10,24,69,47,160,3.69
서울특별시,광진구,생활서비스,기타,인력/고용/용역알선,0,2,17,31,40,90,4.11
서울특별시,광진구,생활서비스,기타,장례/묘지,2,0,5,4,5,16,3.41
서울특별시,광진구,생활서비스,기타,광고/인쇄,3,4,23,41,44,115,3.9
서울특별시,광진구,생활서비스,기타,세탁/가사서비스,20,18,37,86,249,410,4.19
서울특별시,광진구,생활서비스,기타,기타서비스업,1,0,44,29,38,112,3.72
서울특별시,광진구,생활서비스,기타,주유소/충전소,0,0,3,15,16,34,4.34
서울특별시,광진구,생활서비스,기타,개인서비스,1,2,14,37,10,64,3.7
서울특별시,광진구,생활서비스,기타,행사/이벤트,1,1,3,8,28,41,4.43
서울특별시,광진구,생활서비스,기타,물품기기대여,2,1,21,21,37,82,3.95
서울특별시,광진구,생활서비스,기타,법무세무회계,7,22,26,75,135,265,4.06
