시도,시군구,업종대분류,분류,업종중분류,1년 미만,1~2년,2~3년,3~5년,5년 이상,합계,평균
대전광역시,동구,생활서비스,기타,세탁/가사서비스,14,15,25,59,168,281,4.16
대전광역시,동구,생활서비스,기타,기타서비스업,0,1,2,3,4,10,3.85
대전광역시,동구,생활서비스,기타,운송/배달/택배,7,1,10,24,63,105,4.2
대전광역시,동구,생활서비스,기타,장례/묘지,0,0,0,5,11,16,4.69
대전광역시,동구,생활서비스,기타,인력/고용/용역알선,0,0,5,14,30,49,4.46
대전광역시,동구,생활서비스,기타,개인/가정용품수리,11,3,13,24,47,98,3.81
대전광역시,동구,생활서비스,기타,대중목욕탕/휴게,6,3,3,8,22,42,3.74
대전광역시,동구,생활서비스,기타,예식/의례/관혼상제,1,0,6,7,7,21,3.74
대전광역시,동구,생활서비스,기타,물품기기대여,0,0,1,9,21,31,4.63
대전광역시,동구,생활서비스,기타,개인서비스,0,0,1,9,10,20,4.42
대전광역시,동구,생활서비스,기타,자동차/이륜차,3,3,41,144,98,289,4.06
대전광역시,동구,생활서비스,기타,주택수리,0,0,10,20,44,74,4.39
대전광역시,동구,소매,기타,운동/경기용품소매,1,5,13,52,34,105,3.99
대전광역시,동구,소매,기타,철물/난방/건설자재소매,9,3,24,49,108,193,4.17
대전광역시,동구,소매,기타,취미/오락관련소매,1,1,2,8,12,24,4.12
대전광역시,동구,소매,기타,가방/신발/액세서리,8,7,21,176,68,280,3.97
대전광역시,동구,소매,기타,시계/귀금속소매,3,0,2,49,51,105,4.36
대전광역시,동구,소매,기타,기타판매업,0,2,8,39,109,158,4.58
대전광역시,동구,소매,기타,가구소매,6,2,6,40,12,66,3.65
대전광역시,동구,소매,기타,가정/주방/인테리어,41,12,36,328,199,616,3.95
대전광역시,동구,소매,기타,책/서적/도서,2,0,2,32,32,68,4.32
대전광역시,동구,소매,기타,중고품소매/교환,2,0,11,24,40,77,4.21
대전광역시,동구,소매,기타,유아용품,1,2,0,3,4,10,3.55
대전광역시,동구,소매,기타,화장품소매,11,3,16,114,43,187,3.86
대전광역시,동구,소매,기타,애견/애완/동물,2,1,2,9,8,22,3.8
대전광역시,동구,소매,기타,예술품/골동품/수석/분재,0,4,5,9,5,23,3.46
대전광역시,동구,소매,기타,자동차/자동차용품,1,1,17,37,52,108,4.19
대전광역시,동구,소매,기타,종교용품판매,0,0,0,2,2,4,4.5
대전광역시,동구,소매,기타,선물/팬시/기념품,8,0,2,61,60,131,4.22
대전광역시,동구,소매,기타,사진/광학/정밀기기소매,29,5,37,129,92,292,3.73
대전광역시,동구,소매,기타,페인트/유리제품소매,1,0,7,8,20,36,4.17
대전광역시,동구,소매,기타,가전제품소매,11,5,8,45,17,86,3.47
대전광역시,동구,소매,기타,사무/문구/컴퓨터,11,1,17,108,52,189,3.92
대전광역시,동구,소매,기타,종합소매점,191,50,64,325,185,815,3.14
대전광역시,동구,소매,기타,음/식료품소매,29,22,56,290,162,559,3.86
대전광역시,동구,소매,기타,건강/미용식품,10,6,14,67,114,211,4.2
대전광역시,동구,소매,기타,의복의류,97,32,77,467,288,961,3.74
대전광역시,동구,소매,기타,의약/의료품소매,6,0,6,62,38,112,4.07
대전광역시,동구,숙박,기타,호텔/콘도,0,0,3,1,1,5,3.3
대전광역시,동구,숙박,기타,캠프/별장/펜션,0,0,1,1,0,2,3.25
대전광역시,동구,숙박,기타,모텔/여관/여인숙,3,9,16,34,177,239,4.5
대전광역시,동구,숙박,기타,민박/하숙,0,0,1,0,0,1,2.5
대전광역시,동구,스포츠,기타,실외운동시설,0,1,0,1,6,8,4.44
대전광역시,동구,스포츠,기타,운영관리시설,0,1,0,6,2,9,3.94
대전광역시,동구,스포츠,기타,실내운동시설,1,1,12,34,23,71,3.99
대전광역시,동구,음식,기타,일식/수산물,20,18,23,34,74,169,3.55
대전광역시,동구,음식,기타,유흥주점,36,45,40,128,137,386,3.58
대전광역시,동구,음식,기타,별식/퓨전요리,21,8,9,15,39,92,3.26
대전광역시,동구,음식,기타,분식,51,33,45,120,163,412,3.6
대전광역시,동구,음식,기타,커피점/카페,73,46,69,96,136,420,3.2
대전광역시,동구,음식,기타,닭/오리요리,37,24,45,96,135,337,3.64
대전광역시,동구,음식,기타,음식배달서비스,1,0,3,3,10,17,4.12
대전광역시,동구,음식,기타,부페,2,2,2,3,5,14,3.29
대전광역시,동구,음식,기타,기타음식업,18,17,12,35,138,220,4.07
대전광역시,동구,음식,기타,한식,251,154,191,459,690,1745,3.51
대전광역시,동구,음식,기타,중식,13,4,14,24,61,116,3.87
대전광역시,동구,음식,기타,제과제빵떡케익,20,11,18,39,88,176,3.79
대전광역시,동구,음식,기타,양식,10,5,4,19,26,64,3.57
대전광역시,동구,음식,기타,패스트푸드,33,18,8,49,48,156,3.2
대전광역시,동구,학문/교육,학원,예능취미체육,4,1,10,24,26,65,3.92
대전광역시,동구,학문/교육,기타,연구소,0,1,4,0,2,7,3.07
대전광역시,동구,학문/교육,학원,어학,4,2,12,44,21,83,3.81
대전광역시,동구,학문/교육,학원,자격/국가고시,2,0,4,1,10,17,3.82
대전광역시,동구,학문/교육,기타,기타교육기관,1,1,0,13,6,21,4.0
대전광역시,동구,학문/교육,기타,학문교육기타,0,0,2,2,5,9,4.22
대전광역시,동구,학문/교육,학원,컴퓨터,2,0,1,3,1,7,2.93
대전광역시,동구,학문/교육,학원,보습교습입시,1,1,8,66,27,103,4.09
대전광역시,동구,학문/교육,기타,도서관/독서실,0,0,4,2,17,23,4.48
대전광역시,동구,학문/교육,학원,창업취업취미,1,0,0,1,1,3,3.17
대전광역시,동구,학문/교육,기타,유아교육,1,2,5,28,135,171,4.7
